event_id,user_id,session_id,event_time,event_type,page,referrer
EVT-ABHB7ZHEZR4E,4675,SES-YFKOE2HK72,2025-09-02 18:27:43,page_view,/account,google
EVT-5IZB1EDMBJHY,3969,SES-4D6GQ2WIPP,2025-09-20 21:17:16,search,/product,email
EVT-3M2I3QM6DTEC,2163,SES-101YQT061A,2025-08-30 21:52:59,click,/home,direct
EVT-AFVO5Y0QNV4F,2676,SES-TM13QVBNK0,2025-08-25 08:32:58,page_view,/home,direct
EVT-0TE2J403CNFU,4333,SES-SCJWSH3MOK,2025-08-28 11:32:45,page_view,/account,social
EVT-2HERSNUN446Q,2095,SES-BMJLUUPGNI,2025-11-05 21:33:54,click,/products,direct
EVT-16NZ7DSONKK1,2322,SES-FPVDEYCZNY,2025-10-26 14:47:26,page_view,/cart,direct
EVT-JXPP9YVGIPAX,113,SES-CTOPST9LIF,2025-08-26 13:06:26,click,/account,google
EVT-NQEGE5EKFHOE,792,SES-I3OSH3QZXY,2025-11-28 13:14:12,page_view,/home,direct
EVT-3MXZJFY4W8TR,1316,SES-4A15F4JM8R,2025-12-14 12:55:58,page_view,/home,social
EVT-98W07FIL3DVY,2364,SES-7A4K33S5R2,2025-11-09 08:40:44,click,/checkout,social
EVT-JHMIE8989GNC,3234,SES-5ZFC1K8J0K,2025-11-05 07:06:17,click,/account,google
EVT-TIJH33IC44TO,51,SES-KAGIQDZ7Y9,2025-08-15 23:51:33,click,/home,google
EVT-NZNQ06UJLQV6,3496,SES-5CPQRT3MF3,2025-09-18 18:19:09,click,/product,google
EVT-2J16W8MINQ4O,144,SES-GQ7P7SWVTQ,2025-11-19 08:09:46,click,/support,direct
EVT-7VS8CHKCMNT6,3688,SES-QKLJQKCJEV,2025-08-08 17:41:07,click,/checkout,direct
EVT-U777LDM1VL7U,2576,SES-9ZUYH97Y8P,2025-10-24 06:11:52,page_view,/home,direct
EVT-O4G4IQ9ENZ9J,4486,SES-ZL99UJ6SAF,2025-12-06 23:18:54,page_view,/support,google
EVT-N7K98XVI673K,2021,SES-K9KKVP2ME5,2025-12-09 02:25:18,page_view,/product,google
EVT-LLZCUH1I8YAT,3731,SES-9O2EE75C7Q,2025-12-15 18:12:16,click,/cart,social
EVT-YE737FENTD7K,749,SES-XMJBLINEEW,2025-08-14 04:50:55,click,/home,email
EVT-FN8K6P62J4XY,875,SES-KIHPY36Z6C,2025-10-30 13:04:38,page_view,/cart,email
EVT-BRXFX3AT253I,2945,SES-OXKQ5P52DW,2025-12-26 04:19:02,add_to_cart,/home,direct
EVT-QQUOLGQE6XB1,4804,SES-HZR4UR1BOC,2025-08-04 18:07:17,page_view,/checkout,social
EVT-Z337C7NXXBAF,1209,SES-ZKWSSNML4C,2025-12-30 03:16:10,click,/checkout,social
EVT-4GELLX8EAK8Y,3734,SES-7F4YGF76ST,2025-10-15 00:59:37,page_view,/support,social
EVT-E71TWD96HHWM,214,SES-PB74WO7V1G,2025-08-28 09:34:37,add_to_cart,/product,direct
EVT-F1GZVG042MZ8,4109,SES-SFYTK5LBCH,2025-11-07 03:58:42,click,/products,google
EVT-M6XHIGX1PZGS,1819,SES-Y3T5Q21G07,2025-10-06 10:48:05,add_to_cart,/account,google
EVT-VANRY632IIPS,3495,SES-HPNPK270TE,2025-11-25 16:03:33,search,/support,direct
EVT-8QDB9BGV2ESF,486,SES-8Z2GFQNBIA,2025-08-17 14:17:22,add_to_cart,/support,affiliate
EVT-4NDRFDX89I8Y,3016,SES-9RU3PC0OXI,2025-12-12 02:22:08,purchase,/product,direct
EVT-WGD4X4PZJ42R,3724,SES-HWM518ZRMP,2025-11-15 20:25:06,page_view,/home,direct
EVT-L1EH8HYF87SW,3480,SES-GX44QX1CLM,2025-10-20 04:45:39,page_view,/cart,google
EVT-1K9M94UZXY4G,4215,SES-MVH71HW3GM,2025-08-11 20:57:27,search,/cart,direct
EVT-8ON3W9HX6I62,4028,SES-7Q6LFJ18LM,2025-11-09 02:00:12,search,/home,social
EVT-R2CXTJYRDIRL,4938,SES-6S0ZIUQ6QB,2025-11-15 09:41:07,click,/products,google
EVT-481XLAXHNOC2,3119,SES-DO8T8MVW5O,2025-11-28 17:57:42,page_view,/products,google
EVT-XI3RNC02BLU2,664,SES-XIO25NA8KY,2025-12-28 13:14:32,search,/products,google
EVT-7XNPZCU7MPA7,1024,SES-60P0HZWCYK,2025-12-22 22:41:22,page_view,/home,direct
EVT-DZVHLTMGRAEJ,4883,SES-VMQYBXPFYJ,2025-11-14 16:50:24,page_view,/account,email
EVT-PFAWXD0DL7U1,4443,SES-L4YKFJRATL,2025-11-26 00:49:53,click,/checkout,email
EVT-P8OTXOUSHFRR,237,SES-CEZI8UBEZS,2025-10-15 03:14:14,page_view,/support,google
EVT-CV1EXYB8Z8TR,3285,SES-D1FIMTB6T9,2025-08-05 00:04:06,page_view,/checkout,affiliate
EVT-TM477Y6ZLED1,3344,SES-BY8NHQ4HOA,2025-08-26 15:45:14,add_to_cart,/home,google
EVT-LG8Y2WGEBEC4,2126,SES-WQF1CLNVXN,2025-10-16 12:25:38,page_view,/checkout,bing
EVT-1RN9UQ7RZAPU,3218,SES-ZU6MRUWNN6,2025-12-30 11:02:25,search,/account,social
EVT-OLXPOUV75D3N,1956,SES-LXYNUWPKN6,2025-10-06 15:44:18,scroll,/products,bing
EVT-MYB4BOMZQB09,229,SES-46UW7YE46F,2025-09-01 15:37:27,add_to_cart,/checkout,google
EVT-UW8PDWXEZIHZ,4939,SES-7761XS1CXD,2025-12-29 21:59:52,scroll,/home,direct
EVT-VZGMFFOHK94W,3413,SES-CWGK6RZLCH,2025-11-27 04:12:58,click,/support,email
EVT-6WUUMO7OPKLJ,2887,SES-2XRNWJHS1F,2025-11-10 08:01:46,click,/checkout,affiliate
EVT-670LJC6WO7V1,4260,SES-8G0YI0DG95,2025-11-17 00:44:49,purchase,/checkout,google
EVT-IZ4JQI55JSYX,4478,SES-K0GH1IX2AJ,2025-10-18 09:15:55,click,/checkout,direct
EVT-UFBLPVR79YT1,4678,SES-GZ36N3FRLU,2025-10-05 18:36:44,page_view,/checkout,google
EVT-S4JIDA6UEYER,2820,SES-ZK3VJE6IFK,2025-12-17 18:16:08,click,/support,email
EVT-BL6SGW2NRV4E,2990,SES-ATV82HK89J,2025-10-19 11:00:53,click,/home,direct
EVT-IBKPK7FVU3F0,1087,SES-SNCH1WY6PO,2025-12-24 03:57:12,add_to_cart,/product,social
EVT-MEE0Q45TVGUW,1994,SES-GI3EEAFDZH,2025-08-10 04:38:13,click,/checkout,social
EVT-48TP37V7JMKJ,4342,SES-DIDVKBW8BT,2025-10-16 07:05:19,add_to_cart,/product,google
EVT-LNDITN5KG3FY,3046,SES-TCNO3FEUY5,2025-09-29 18:58:04,click,/support,direct
EVT-E4HQGOXAIQUS,3306,SES-BFYGOU3HPF,2025-08-08 12:04:45,click,/home,bing
EVT-Y2O33B29XZ6U,1993,SES-15WR99ZZCR,2025-09-17 18:38:56,page_view,/cart,direct
EVT-K18F2DXR6CJ9,3600,SES-AXY6DES1KL,2025-10-20 19:15:59,add_to_cart,/account,google
EVT-K4CI248F3VKO,3588,SES-5EZ2A5I8JN,2025-09-10 08:03:47,page_view,/product,direct
EVT-G1011HE9WIEE,1306,SES-BRJS1M3RMZ,2025-12-01 17:51:47,scroll,/home,google
EVT-O9H5IHJQCYYP,4460,SES-M4QI31HO4X,2025-08-08 10:28:18,purchase,/cart,direct
EVT-Q7A4FRV1L6CK,920,SES-8SCX401L51,2025-11-01 01:35:29,click,/checkout,email
EVT-NC7GIU13GBJ7,42,SES-9881UN1COQ,2025-10-30 15:52:23,scroll,/support,email
EVT-2BTQ82327AQF,1283,SES-AVK658OV5E,2025-10-03 12:45:32,click,/support,affiliate
EVT-F2K5C3Z6J5Q1,3566,SES-1HQBDYSAAR,2025-12-05 04:11:06,page_view,/home,direct
EVT-D7XYLJD2V57B,2121,SES-6JBPIHHB1M,2025-10-27 05:00:20,click,/products,direct
EVT-MTT7FYWM5CFV,3146,SES-TRKZYTWXIM,2025-09-14 21:56:06,page_view,/cart,google
EVT-2VYN1KJS08RW,2683,SES-04RF4LTYYT,2025-12-22 17:16:16,page_view,/products,direct
EVT-Q1CGEDBT8BZ9,4497,SES-MJL5H16828,2025-08-26 18:42:06,click,/support,direct
EVT-T30B69C45RY2,3151,SES-7SF1PT6TRO,2025-08-15 19:04:40,add_to_cart,/support,google
EVT-7VMVWJMV06DD,3725,SES-UWFIAJIJNL,2025-09-27 11:02:15,click,/checkout,google
EVT-G680IUGA4FEG,1834,SES-P2S07JORDB,2025-10-18 13:41:47,click,/checkout,direct
EVT-YYJ5N860ATH9,2518,SES-IQMGPOEMKS,2025-08-25 06:28:18,page_view,/product,google
EVT-KP6ASSSULJAF,3837,SES-D1JCPTZZZ6,2025-10-07 11:38:13,click,/support,google
EVT-4WNSMW5GYRW6,3863,SES-CTEL745CSF,2025-09-05 11:46:51,page_view,/checkout,direct
EVT-OWH8VLIG7R2F,129,SES-0ALMWNMJ0S,2025-11-25 15:05:15,page_view,/product,social
EVT-MFP5MD3EXU7F,4475,SES-ISJ424IQ93,2025-10-19 05:48:52,add_to_cart,/cart,direct
EVT-KC781HFL1ZOP,3187,SES-H5YWL94MOP,2025-09-28 10:33:26,page_view,/products,direct
EVT-QZFO30X8BNMJ,1346,SES-A94D8XERFH,2025-09-09 15:44:28,page_view,/cart,direct
EVT-SXTDHDX1BJT4,2437,SES-S2QJED48Q5,2025-11-25 21:52:12,page_view,/account,direct
EVT-ZF3D4D32NKX5,2834,SES-H2IN2BU4WA,2025-10-20 00:15:39,click,/products,social
EVT-ZT5TT9KA1DLU,4560,SES-2GBZUO7MTC,2025-12-09 03:14:11,add_to_cart,/home,direct
EVT-CLLE4A2G76RW,4643,SES-OYJ61AJSJJ,2025-10-10 02:34:45,scroll,/cart,email
EVT-R3S18WK501EP,4505,SES-583BYGRUZU,2025-12-18 20:10:26,add_to_cart,/account,google
EVT-EKGVZPFCGLCK,4714,SES-5E3VMK0PLE,2025-11-09 14:44:53,page_view,/home,google
EVT-WT2E077U55D5,4857,SES-D0Z4ZMPRGA,2025-10-09 07:31:17,page_view,/products,social
EVT-Q3OV9JYDFZDT,3224,SES-AO765ZC9HL,2025-08-25 19:24:58,page_view,/support,email
EVT-C5PAYGAA70TG,3477,SES-U2ZLGLEOHI,2025-10-28 13:17:14,click,/support,direct
EVT-O5AWLGITIZ7T,2539,SES-FK0VZYYBDA,2025-12-09 14:03:33,click,/product,email
EVT-FP3G21CQTP31,2855,SES-U8EZKXQ80I,2025-10-02 16:35:57,click,/cart,google
EVT-74GU65S6Y5H3,1436,SES-4527KKZ4GZ,2025-08-30 12:25:33,page_view,/cart,google
EVT-O0SW58611GQI,256,SES-W6IZ1256HH,2025-11-01 06:45:19,page_view,/product,bing
EVT-T8D9GX2HIVDT,2418,SES-GTQMOR9EH7,2025-12-10 07:09:46,page_view,/product,affiliate
EVT-S8MG00CRZ17A,1754,SES-OLJQZDCSE0,2025-10-17 05:28:02,add_to_cart,/checkout,direct
EVT-8RNXPWNUA6TD,4747,SES-94588YSVCZ,2025-10-24 18:49:11,page_view,/account,email
EVT-XJ1WQQOQSD8P,3412,SES-A0E9EKOJZC,2025-10-10 01:44:35,click,/support,direct
EVT-4XTKXGY93FON,76,SES-DUSCUNK0K7,2025-12-27 17:06:34,page_view,/checkout,google
EVT-8ONG5UDLHWV6,3612,SES-H01STXMZI9,2025-10-10 12:09:51,click,/products,social
EVT-FLVYWAPKE5AJ,505,SES-Y8U40QCU5W,2025-12-07 19:32:33,page_view,/support,google
EVT-R1OV9CPWRUTV,3393,SES-MG7F10TB81,2025-09-03 05:41:26,page_view,/cart,direct
EVT-LYJMWUOCS224,1993,SES-OUVWXOATMZ,2025-10-26 03:33:30,page_view,/product,google
EVT-EQKQ7MOU3DN1,4758,SES-H93XMCL1YE,2025-12-09 13:43:22,page_view,/product,email
EVT-TJL2FX35LG49,3379,SES-DZ3G9R304A,2025-08-18 04:10:27,page_view,/account,google
EVT-FFQOKVC4GTJS,2395,SES-BISCW1PZ11,2025-09-12 08:25:35,purchase,/support,direct
EVT-1A5UGXBRYTIV,1417,SES-7IB22ZU6SJ,2025-10-15 20:16:05,page_view,/home,google
EVT-R40DM9IF826B,2230,SES-JFZP0T57GO,2025-10-17 23:21:27,page_view,/account,social
EVT-HYZ1OV5VXA8M,240,SES-CRK53OPPOY,2025-09-10 21:21:08,click,/account,bing
EVT-KU1GPT49PUSR,1778,SES-DVFD9JRM43,2025-11-14 08:29:44,click,/checkout,email
EVT-ZAEQOXBE1P5E,4261,SES-GMEFG9O9IH,2025-11-17 11:44:05,page_view,/support,email
EVT-I7K8EVBRX8U7,4159,SES-4O8JG78IA6,2025-08-24 04:11:17,click,/support,direct
EVT-3NKBF2E6WPRL,2403,SES-19Q1J10IDS,2025-08-24 04:57:32,add_to_cart,/home,google
EVT-PG7GVLHWXPBR,4147,SES-FFQ0NEZH1U,2025-08-03 14:04:14,page_view,/product,google
EVT-RNTYLVVLD3II,2632,SES-9C245O7O7G,2025-10-12 17:07:43,click,/cart,direct
EVT-A38K0HF36C0O,3907,SES-RI9ETMO11I,2025-08-24 01:50:00,page_view,/cart,direct
EVT-X87CZR7XWQF1,3011,SES-F24HYG1HB3,2025-11-27 19:32:30,page_view,/home,email
EVT-TTIMLYTGVKYM,3390,SES-Z30ZBTVFH7,2025-09-09 12:19:57,scroll,/account,direct
EVT-ZLO9LNDCMB4B,4077,SES-B0AHI1YWT3,2025-10-10 19:36:20,page_view,/checkout,direct
EVT-LDQLQ1WMFPT0,1215,SES-HKO1CMRT7J,2025-12-15 04:33:31,page_view,/products,direct
EVT-0E2QMK3UHK6H,670,SES-HDSZW1YE8U,2025-11-17 17:52:44,scroll,/support,direct
EVT-MRTIEHC2YIX7,3562,SES-NA9WK4MK3F,2025-11-11 11:37:40,add_to_cart,/cart,google
EVT-9PBRTG6C2RRA,616,SES-NXTIWFKLZW,2025-09-02 11:36:48,click,/products,email
EVT-3PLCGQLLX70R,4659,SES-QX9VSNH0E9,2025-10-01 18:13:56,click,/support,direct
EVT-3SDUDPRK5R0P,1131,SES-H2BVWV6YSH,2025-10-24 16:30:49,add_to_cart,/checkout,direct
EVT-NF3VCLHOVU5W,1522,SES-HYAFVNUY82,2025-09-30 04:16:23,add_to_cart,/home,email
EVT-P8MVU2YETTRU,4452,SES-2Y0EAP50SW,2025-11-01 15:42:26,page_view,/account,google
EVT-TI7ZFZTOS6GK,2665,SES-1OQ9RQ53UT,2025-08-27 10:00:08,page_view,/checkout,email
EVT-J71K16Y0UPU5,4863,SES-IUMW6ASGFQ,2025-12-04 13:30:16,page_view,/product,direct
EVT-36LZMS804BFP,304,SES-GDM1IYKU9I,2025-12-23 03:11:49,page_view,/checkout,email
EVT-V0V6443KTX6Q,3980,SES-VW7KHUL0OP,2025-09-29 13:01:55,page_view,/home,google
EVT-CALUK87322HR,1895,SES-XNCCRBF4AF,2025-09-16 09:06:06,click,/home,google
EVT-5SOSC0WHS14E,1516,SES-3QHYH0G0XQ,2025-11-20 18:37:04,page_view,/checkout,direct
EVT-CI9RTJ6U5A2X,584,SES-Z3G0KSJH9P,2025-10-26 09:30:21,page_view,/support,direct
EVT-54U44QUNF57V,367,SES-O2UBATPZ00,2025-11-17 14:09:13,click,/home,email
EVT-H2D3LS11Q01Y,2047,SES-H4FL7Q15WH,2025-12-27 17:11:00,click,/product,direct
EVT-HYA0EIVA8T49,459,SES-QMN7D922WA,2025-12-14 20:27:00,search,/products,direct
EVT-LXLE0BCT324Z,120,SES-HDO61XN8DK,2025-10-12 07:58:12,add_to_cart,/checkout,google
EVT-BL5KZHCMZ2RN,3285,SES-13ZP84JRH8,2025-11-30 12:20:00,scroll,/home,google
EVT-O6CYSVUHIWZW,3255,SES-IPTC16ZE7B,2025-11-05 19:56:16,click,/account,google
EVT-T994PN8QIX43,3566,SES-LP7DGT60PV,2025-10-07 20:22:33,click,/support,google
EVT-IRGM5DKOYBES,3303,SES-7TIQIJB3SW,2025-10-02 22:34:08,search,/support,google
EVT-IRQ4TP1NA6KS,4460,SES-SO0CISUVYK,2025-10-21 04:26:04,purchase,/support,google
EVT-NJCZOBD9Q8WH,1969,SES-28F7K5MTVG,2025-08-30 07:42:22,add_to_cart,/products,social
EVT-T37OJ98BYTE9,2532,SES-E3YN3SCSBL,2025-08-25 15:56:07,click,/product,google
EVT-AFPP7SDWYQTU,852,SES-LWNAK2HOPQ,2025-11-29 17:44:27,page_view,/checkout,google
EVT-V27UUBRJ174W,1930,SES-0UX5PGEM9I,2025-11-05 16:02:19,search,/home,direct
EVT-YAGS1KWQJL8E,1944,SES-UYZ9TOS7CU,2025-11-07 09:29:55,add_to_cart,/products,social
EVT-Z31T6ERQ5A83,764,SES-WB3ESHHETZ,2025-11-14 19:53:41,purchase,/product,direct
EVT-89214311BKHS,3297,SES-XA3SLA5GM4,2025-09-25 12:16:04,page_view,/cart,google
EVT-SCRTP08IIO1Q,2679,SES-GSD5BGKMQ8,2025-12-08 04:49:57,page_view,/home,google
EVT-3DZVWE8G358G,3812,SES-DNB0XDKUUG,2025-09-22 11:07:27,page_view,/support,google
EVT-EEJGBJXG56W0,902,SES-O2N5MUY0V3,2025-12-04 19:08:05,purchase,/support,google
EVT-MQA1CCYY4JUF,1519,SES-UTCPXCAAL8,2025-09-10 13:17:59,search,/product,email
EVT-N24XCRWDWF1T,3257,SES-VHF48UZ27N,2025-08-23 03:22:37,page_view,/account,direct
EVT-QV0R095UHGCR,3987,SES-R6DPFVHF1K,2025-08-31 17:16:54,click,/account,google
EVT-KFKJ6XHPD3BG,742,SES-M8B543BB9H,2025-08-02 03:51:25,page_view,/products,email
EVT-NPYHRFOZG7FB,3554,SES-5C7RSMFQTN,2025-09-29 01:56:58,page_view,/account,direct
EVT-V2I6OEUH8VAQ,1694,SES-DY69620ZX7,2025-10-17 23:56:30,click,/support,direct
EVT-VBDIM28AQWD1,2130,SES-9V37PRDDTB,2025-08-23 21:58:47,add_to_cart,/checkout,google
EVT-BQFDTNBS5XRG,4012,SES-XT6YEYXIY4,2025-09-04 20:36:31,search,/products,affiliate
EVT-A3L71029DG38,3253,SES-7HGM5SRZEP,2025-08-01 00:06:29,page_view,/support,direct
EVT-RAJIB931K26G,1366,SES-FEKXVTYZ93,2025-11-13 11:00:59,click,/checkout,direct
EVT-FXAMHV1F070V,196,SES-45ZWUOT8MM,2025-09-18 04:35:19,click,/product,google
EVT-K32RGWHGXMD7,151,SES-DFBHPSOJDY,2025-10-01 09:47:04,page_view,/product,direct
EVT-QCQ3ZA8E83MT,4524,SES-UAJ2OBTCW6,2025-08-15 23:23:11,scroll,/products,google
EVT-EBDUD8T7D2TO,331,SES-J2TIPLK5BO,2025-08-21 16:05:44,search,/products,email
EVT-1KVTORP59YEQ,3111,SES-V3036B3YQM,2025-12-14 06:31:37,page_view,/checkout,direct
EVT-96SJQA0PX99D,3325,SES-PUYW6MXRF9,2025-12-13 06:59:54,click,/account,email
EVT-BK4EPBO01717,890,SES-CFWAWQ4X6G,2025-11-13 02:42:48,page_view,/home,google
EVT-HV0EHLITSJ8B,955,SES-4YWKOODVMB,2025-09-03 07:52:25,click,/products,social
EVT-FI8OJGZACF0R,3690,SES-O4KF9OQKZ6,2025-11-29 03:05:17,click,/support,affiliate
EVT-7FA6AHHCASIK,4450,SES-L6E2YE38D1,2025-11-04 10:37:54,page_view,/home,google
EVT-ZOIEASU29EE2,2949,SES-N1TP1LSJ75,2025-08-10 15:55:52,search,/home,google
EVT-A84N1W3ER70U,3242,SES-VW2OXENFRR,2025-10-29 20:48:51,click,/account,email
EVT-T100WNT0K987,2396,SES-YBCN78HZFF,2025-09-27 02:45:13,scroll,/home,direct
EVT-5TRJIB739SYI,2045,SES-GHF3OBS0SW,2025-11-17 15:46:03,page_view,/product,direct
EVT-ED48CD5LXTNJ,3600,SES-V5QD8C1AM0,2025-11-07 02:26:25,purchase,/product,affiliate
EVT-S18L9GJ4ANLI,3991,SES-IHDZSNOL8W,2025-11-17 21:31:28,add_to_cart,/home,google
EVT-OBL7VJUZ5PFB,4015,SES-KFF0ZADF5J,2025-12-10 09:30:37,page_view,/home,direct
EVT-CE5Z3ZTDS7XS,2056,SES-J002JZ2KB6,2025-10-28 22:13:07,page_view,/product,email
EVT-V18F6FTSCJLE,2671,SES-7RIZ2H4Q4V,2025-12-14 14:07:27,search,/checkout,google
EVT-I6WGL8I9AKFD,1576,SES-TYK1DE7FDR,2025-08-12 08:36:04,click,/account,direct
EVT-18TLTY7W29MA,1853,SES-756SSX82UF,2025-11-26 01:28:52,page_view,/account,direct
EVT-X6EBQGBPADUS,2214,SES-L9MQ11PHLS,2025-10-27 07:17:43,search,/support,direct
EVT-QB00G9E07PME,1227,SES-QK7MEHZS8F,2025-10-27 13:12:34,page_view,/account,social
EVT-XJTNRP1I3661,1664,SES-093FL0ELLC,2025-12-31 05:39:27,click,/cart,social
EVT-L08KGFP94K3A,364,SES-QSUGABIMI0,2025-12-08 03:18:38,click,/products,direct
EVT-WLAR0WH0RFIU,1948,SES-G8F9PRNNBE,2025-10-12 23:14:15,click,/home,email
EVT-PROG710EQ8O9,4754,SES-TRLZSCXCRH,2025-10-22 14:51:20,page_view,/product,google
EVT-S4ZNMZOFE98W,3633,SES-Y3ZOMGN1EE,2025-08-05 17:29:39,click,/account,bing
EVT-P94P4JWR3XUX,3482,SES-XB4Z7J8HWE,2025-09-16 05:29:03,add_to_cart,/home,direct
EVT-NB9DSSRKFI53,1275,SES-2C7MV5NLZL,2025-08-24 20:40:12,click,/home,google
EVT-LLP0NFDD2PJ0,1446,SES-7HVWR3YNII,2025-11-29 19:57:43,click,/home,direct
EVT-MMUG8XJK31DZ,4828,SES-JUQW4QD102,2025-11-03 13:09:14,page_view,/account,direct
EVT-RHTTQAYIIY2S,2958,SES-KKVR0TMTOC,2025-12-20 07:28:34,purchase,/home,direct
EVT-530TJ2T9O5A4,3457,SES-TS4RO893EN,2025-09-20 11:01:49,page_view,/checkout,direct
EVT-39GF5LXK2G5E,2166,SES-VRJQ9HE6VB,2025-12-12 21:13:19,scroll,/products,affiliate
EVT-OL0TA8RD05N9,1010,SES-7HFG5LU7PK,2025-12-23 18:52:13,page_view,/products,affiliate
EVT-HCZDQ3W6BDJ7,2820,SES-HEL706HOQQ,2025-10-21 04:21:38,page_view,/product,email
EVT-H7REDY0VQXO2,1729,SES-0RAAOO91OA,2025-10-11 06:14:11,page_view,/checkout,direct
EVT-DWN717YW1BSD,696,SES-8NZF94E82X,2025-09-20 03:26:57,click,/checkout,google
EVT-X4W3LNAEHPIT,4618,SES-EU74S5TR21,2025-09-21 09:09:14,page_view,/products,google
EVT-ZA7UY4SAEQ1Z,2385,SES-EJ2VHAK2X9,2025-08-12 17:28:04,add_to_cart,/product,google
EVT-Q8DAYDW9F6Y5,1383,SES-PF16O8BJMI,2025-10-20 08:57:19,search,/checkout,direct
EVT-V9JREHMIQP56,2496,SES-GJ6HM3J5UE,2025-11-03 18:38:20,page_view,/product,google
EVT-A2TYZNM5SAXY,3606,SES-SL4PD8GBNI,2025-11-23 10:59:41,page_view,/products,direct
EVT-K2E58F3OB9V1,1848,SES-UD1AU0INWT,2025-12-07 04:57:46,search,/home,email
EVT-T4JXA2YMPYI4,1729,SES-COMMN9TWN7,2025-08-11 15:50:56,page_view,/support,bing
EVT-6N05FL0463NA,653,SES-GWR17H4GYM,2025-08-16 05:54:26,page_view,/support,google
EVT-7HN98X16F4ZZ,759,SES-RRQSRNH2PH,2025-11-09 11:53:57,page_view,/support,google
EVT-W5UK4SHA60V3,1280,SES-1DJVVH3T8X,2025-11-21 03:30:52,page_view,/checkout,direct
EVT-3LIFNCRN3TNK,442,SES-2G24GVA34E,2025-10-31 03:49:49,page_view,/product,direct
EVT-ZIY75ITDL35J,4505,SES-5BCIDL8LGH,2025-08-09 03:32:35,click,/home,direct
EVT-RJ9R3VP8LIM0,4906,SES-8RFC9VD5SO,2025-11-27 11:50:08,click,/products,email
EVT-6ETCQR3EV1RD,3489,SES-2N333ZA49X,2025-12-01 09:38:12,add_to_cart,/account,direct
EVT-NF4X13QINF2P,3574,SES-UD9RT7NWUQ,2025-08-08 08:31:07,page_view,/cart,google
EVT-091PQFMPAH3Q,4793,SES-IQ9VOBGGGK,2025-08-25 18:57:14,click,/support,direct
EVT-N21R91R0HRLI,4194,SES-YCSNU966WQ,2025-11-27 13:18:49,page_view,/checkout,direct
EVT-AGP34SLQGBUL,3971,SES-X1N6PH1RAE,2025-12-29 16:18:15,search,/account,direct
EVT-1OT96GSKBOJA,4638,SES-MYD8YH304A,2025-08-23 22:26:29,click,/checkout,google
EVT-XNHRC4HM08OP,1527,SES-8PMSY5YPC7,2025-09-13 22:07:51,page_view,/product,google
EVT-EVHTZ4VOYBJ7,191,SES-SYR7S9R37V,2025-09-25 16:16:01,page_view,/products,email
EVT-SOYGY21JMAS4,1874,SES-3869OJRGHR,2025-12-01 18:08:22,page_view,/support,direct
EVT-1RU08L4PJAGX,3016,SES-4X51MO5JMQ,2025-08-23 22:49:51,page_view,/products,direct
EVT-LQ0S5RMJPCZA,258,SES-0NJVJPCMW0,2025-08-09 04:11:57,click,/checkout,bing
EVT-3SFGHO4QHCG7,155,SES-JPJLBWJ1IR,2025-08-04 23:34:32,page_view,/checkout,direct
EVT-FD143XRV8DF2,2992,SES-VA0Y0WLIWL,2025-11-29 04:38:34,scroll,/support,direct
EVT-F5NK4OTBGDPU,4094,SES-AP3K5B8SNT,2025-11-06 10:43:59,page_view,/support,direct
EVT-H4GBGO8UTD9J,3903,SES-HT7UGVIVK0,2025-12-09 14:38:29,add_to_cart,/product,email
EVT-YJ3CT5Q5173C,2276,SES-B73BHH85DA,2025-10-22 03:00:59,page_view,/product,google
EVT-7Q25Y7KHG4G7,3583,SES-5H3Z4LB0FM,2025-09-03 21:11:14,page_view,/cart,direct
EVT-NIE3FKP96AIU,4170,SES-ITWPHKOKPY,2025-11-13 21:26:39,scroll,/home,google
EVT-01LC5WW9LZHV,2413,SES-98OPBH4ER3,2025-11-15 18:42:43,add_to_cart,/product,email
EVT-EZ9RTD6ENMB9,24,SES-UREV2Z1K3B,2025-09-12 02:47:07,click,/home,google
EVT-UPEPPOLG5TK9,1742,SES-DGRB2D5LO9,2025-08-12 01:59:44,click,/checkout,direct
EVT-VJ0VA0STKA09,3161,SES-J5RWHHI4PJ,2025-08-16 06:44:16,scroll,/cart,bing
EVT-14ABAZD84VF1,3606,SES-HL5NZRV4A3,2025-10-01 13:25:39,click,/cart,google
EVT-6185IBJUBI6M,3372,SES-M1XGB1BOTM,2025-08-17 12:28:16,page_view,/account,direct
EVT-GHAGMB362M9E,2092,SES-1CD4ZYEFG5,2025-08-15 05:09:17,page_view,/account,bing
EVT-5IMLZ6IOSTUZ,1061,SES-ODHDGQNXSK,2025-08-26 08:28:37,click,/account,google
EVT-HG1GF4OFPATM,3352,SES-YZ86IOSA6S,2025-09-14 18:14:25,click,/cart,email
EVT-0TXE321D5C21,461,SES-9RCB2OXEBP,2025-12-08 22:39:12,add_to_cart,/products,direct
EVT-O6WW8EIRHRLN,2118,SES-BBQHTXP0SH,2025-12-23 15:17:19,page_view,/support,direct
EVT-F6NV5XU6M9DE,1607,SES-AJ4MH7LKY5,2025-10-04 18:38:14,search,/account,google
EVT-OCIRIO74JLYS,72,SES-5WRSWG5T3I,2025-11-02 21:06:29,click,/support,google
EVT-7JD6Z6PQ1AUF,4924,SES-XO9I8P0LW3,2025-08-30 23:38:40,click,/checkout,google
EVT-0TJ5JGZCY4ML,4273,SES-895TX69VA9,2025-10-07 03:50:35,page_view,/products,email
