inventory_id,sku,warehouse,on_hand,reserved,reorder_point,last_count_date,available
700,SKU-ZEEDHHJSHZ,WH-NC-02,134,100,100,2025-02-07,34
701,SKU-SKP6RFE64S,WH-TX-03,452,159,50,2025-09-18,293
702,SKU-Z8Q4VHU4BA,WH-CA-04,261,195,20,2025-01-31,66
703,SKU-EZP7QYEZG5,WH-NC-02,423,103,30,2025-10-15,320
704,SKU-IAF92MOVS0,WH-TX-03,180,130,100,2025-01-05,50
705,SKU-4LAV71448N,WH-NC-02,226,126,40,2025-06-28,100
706,SKU-3KX7EEDTJV,WH-NJ-01,264,129,75,2025-02-23,135
707,SKU-HX2KBVSIGB,WH-NC-02,105,19,50,2025-08-07,86
708,SKU-V5SN961J88,WH-TX-03,320,38,75,2025-10-11,282
709,SKU-KVQYWJ85GG,WH-TX-03,486,139,20,2025-09-25,347
710,SKU-8SA3IDY3C7,WH-NJ-01,403,188,30,2025-07-19,215
711,SKU-O75RH8LX6D,WH-TX-03,389,35,20,2025-09-30,354
712,SKU-VTN4YPKW74,WH-TX-03,95,91,100,2025-09-21,4
713,SKU-S0R778NRXV,WH-NJ-01,460,8,50,2025-08-14,452
714,SKU-F5EHLH07JR,WH-TX-03,294,43,75,2025-01-18,251
715,SKU-1XERP3LYEX,WH-TX-03,487,74,50,2025-08-31,413
716,SKU-DD070EN48U,WH-NC-02,122,52,100,2025-04-27,70
717,SKU-ZIRNK6ZHH3,WH-NC-02,276,29,100,2025-01-10,247
718,SKU-ZEEDHHJSHZ,WH-NC-02,36,114,20,2025-02-08,0
719,SKU-WKSHY8NBIQ,WH-NC-02,267,65,75,2025-02-10,202
720,SKU-XFGCAQVKIZ,WH-CA-04,197,37,50,2025-04-18,160
721,SKU-9S3W563BTK,WH-NC-02,254,37,75,2025-02-13,217
722,SKU-6KF1622VXY,WH-NC-02,14,160,40,2025-07-16,0
723,SKU-EHWJQ4TA5I,WH-NC-02,404,198,20,2025-10-26,206
724,SKU-7ODKEF828X,WH-NJ-01,84,54,20,2025-07-28,30
725,SKU-UPFLN4RXYJ,WH-NC-02,91,75,40,2025-06-25,16
726,SKU-TWDL9ZS13C,WH-CA-04,99,115,30,2025-10-02,0
727,SKU-Y4LYK83TQL,WH-CA-04,464,84,100,2025-10-04,380
728,SKU-RXJPT2ZL15,WH-CA-04,173,22,50,2025-08-24,151
729,SKU-KOTCKEH5SW,WH-TX-03,454,197,30,2025-01-03,257
730,SKU-WIXZ2C9ROS,WH-NJ-01,214,141,75,2025-12-26,73
731,SKU-C50B8Y5DNW,WH-NC-02,364,95,50,2025-11-08,269
732,SKU-DU0ISB5IQN,WH-NC-02,85,48,50,2025-12-10,37
733,SKU-3NX39RBSV5,WH-TX-03,393,112,100,2025-09-11,281
734,SKU-F7ZK94YXFI,WH-NJ-01,81,113,50,2025-02-05,0
735,SKU-BC2SWSOZCT,WH-TX-03,321,44,40,2025-01-06,277
736,SKU-ZGE2J51B3J,WH-CA-04,373,154,20,2025-11-26,219
737,SKU-UPUY0ZIA9A,WH-TX-03,459,95,40,2025-10-29,364
738,SKU-5XYFC4KL8C,WH-NJ-01,492,194,40,2025-01-20,298
739,SKU-XPJ4HNRIUU,WH-TX-03,116,48,40,2025-10-18,68
740,SKU-X1F8S0X7M2,WH-NJ-01,166,1,30,2025-06-11,165
741,SKU-QEOZ0KZ4Z7,WH-TX-03,241,187,40,2025-08-26,54
742,SKU-AN085RNTDR,WH-NJ-01,277,193,20,2025-02-16,84
743,SKU-HSAHXTHV3A,WH-NC-02,490,102,50,2025-10-19,388
744,SKU-7UJODCK828,WH-CA-04,341,58,30,2025-01-16,283
745,SKU-LXSLG6MM1Z,WH-NJ-01,425,59,100,2025-04-18,366
746,SKU-CSLQC3C54W,WH-TX-03,469,21,40,2025-06-26,448
747,SKU-V9DT94G8V9,WH-TX-03,133,88,40,2025-03-06,45
748,SKU-O5URTXUYUC,WH-CA-04,365,105,50,2025-03-04,260
749,SKU-EGDD8MWE77,WH-NC-02,179,173,50,2025-11-04,6
750,SKU-7U8H0IMJYJ,WH-NC-02,164,52,100,2025-03-14,112
751,SKU-HZLM72JEYN,WH-NC-02,211,18,30,2025-07-23,193
752,SKU-LOQC3XNCHK,WH-NJ-01,5,48,100,2025-09-11,0
753,SKU-ZBIKCIDKWN,WH-CA-04,72,16,100,2025-03-01,56
754,SKU-NZ0NXU43IE,WH-NJ-01,412,126,20,2025-04-11,286
755,SKU-WLACOLOLN3,WH-NJ-01,356,154,30,2025-01-17,202
756,SKU-PKYRYBOVAK,WH-NJ-01,452,18,50,2025-07-14,434
757,SKU-0X7ZCGDC5T,WH-NJ-01,434,29,20,2025-09-08,405
758,SKU-3WFSQG8X80,WH-TX-03,76,77,40,2025-02-07,0
759,SKU-NE6IT1EKKH,WH-TX-03,282,173,100,2025-10-12,109
760,SKU-F86LTHET25,WH-TX-03,214,105,40,2025-01-31,109
761,SKU-EB8753AYEQ,WH-NJ-01,164,63,75,2025-11-06,101
762,SKU-9BXF445CRI,WH-NC-02,173,31,50,2025-12-24,142
763,SKU-NCBEKGV1BB,WH-TX-03,97,180,75,2025-06-30,0
764,SKU-5PSQ0OXFQ8,WH-CA-04,24,150,30,2025-10-09,0
765,SKU-P6MKT7S1GD,WH-TX-03,420,35,30,2025-05-21,385
766,SKU-8LW2LM349E,WH-NJ-01,150,9,100,2025-09-02,141
767,SKU-5HRDU4XSZJ,WH-NJ-01,219,58,20,2025-10-02,161
768,SKU-W79WCXZ2EI,WH-NJ-01,153,101,100,2025-08-12,52
769,SKU-LEMX15Z8VM,WH-TX-03,75,117,50,2025-01-27,0
770,SKU-JQY3ODSX4N,WH-NC-02,375,156,20,2025-09-07,219
771,SKU-DKV54C6P1L,WH-NJ-01,435,10,20,2025-08-19,425
772,SKU-CN0EQWMI6K,WH-CA-04,230,165,30,2025-01-13,65
773,SKU-FTOUHYLU6K,WH-NJ-01,2,78,30,2025-11-04,0
774,SKU-MX1EGOK01T,WH-NC-02,72,159,100,2025-04-08,0
775,SKU-9JRNAMZ614,WH-NC-02,110,90,50,2025-07-11,20
776,SKU-0S0R2SDS8B,WH-NC-02,334,101,30,2025-07-05,233
777,SKU-5BCW790PDW,WH-NJ-01,71,179,50,2025-01-19,0
778,SKU-94SGFDK0Q0,WH-CA-04,411,128,75,2025-12-05,283
779,SKU-AHK2LSLAYM,WH-CA-04,254,13,100,2025-09-16,241
780,SKU-0LTHY25M8K,WH-NJ-01,217,130,40,2025-03-08,87
781,SKU-FXLOZ2RCU8,WH-TX-03,207,29,100,2025-01-26,178
782,SKU-2SEHE2ATN2,WH-TX-03,248,158,75,2025-01-06,90
783,SKU-6E7GA2IZ5P,WH-CA-04,289,128,30,2025-05-21,161
784,SKU-BFXB4Y4K7B,WH-TX-03,339,173,40,2025-08-26,166
785,SKU-BGL2MCXN2E,WH-TX-03,64,141,40,2025-08-18,0
786,SKU-F33GUWYH36,WH-CA-04,471,163,100,2025-01-27,308
787,SKU-E05QMKTGV4,WH-TX-03,284,173,100,2025-04-15,111
788,SKU-G585I87XW6,WH-TX-03,3,182,20,2025-12-10,0
789,SKU-02G3YU6VK0,WH-NJ-01,195,163,40,2025-01-10,32
790,SKU-GTY3ADDQHK,WH-TX-03,118,170,50,2025-09-29,0
791,SKU-KEAEA84HXX,WH-CA-04,189,104,30,2025-10-06,85
792,SKU-493WXA73JG,WH-NJ-01,165,42,30,2025-10-30,123
793,SKU-8T922D0NX5,WH-CA-04,450,142,20,2025-01-12,308
794,SKU-6L01WCNKFH,WH-NJ-01,231,37,100,2025-06-05,194
795,SKU-HZBGTJ5469,WH-CA-04,129,88,100,2025-03-18,41
796,SKU-2AB2RVNDFD,WH-NC-02,476,43,20,2025-01-18,433
797,SKU-KOTCKEH5SW,WH-NJ-01,368,108,30,2025-02-27,260
798,SKU-PUBKPIQNHQ,WH-NJ-01,91,54,20,2025-05-10,37
799,SKU-Z0HR9T9CD1,WH-NJ-01,331,54,40,2025-06-23,277
800,SKU-FXHKC856WP,WH-CA-04,124,77,40,2025-03-28,47
801,SKU-ZF761HJR6E,WH-NC-02,299,185,50,2025-11-16,114
802,SKU-6VGTVYFYK3,WH-NJ-01,206,106,100,2025-12-09,100
803,SKU-1POXRTEO2T,WH-NC-02,113,56,20,2025-02-23,57
804,SKU-EFJAWSHMLF,WH-TX-03,360,183,30,2025-03-19,177
805,SKU-6Z1T2XCB3Y,WH-NJ-01,350,129,100,2025-07-23,221
806,SKU-BC2SWSOZCT,WH-TX-03,372,123,100,2025-09-27,249
807,SKU-18K0AXYCEL,WH-NJ-01,100,161,75,2025-06-21,0
808,SKU-1LTWBJ9UU2,WH-NC-02,31,48,30,2025-02-07,0
809,SKU-4V1QX8ERTB,WH-TX-03,469,63,100,2025-07-05,406
810,SKU-3ZKWDEEKGY,WH-CA-04,130,86,75,2025-12-27,44
811,SKU-VS41LQFS6H,WH-NJ-01,16,135,75,2025-08-24,0
812,SKU-3QSQCQ30O3,WH-NJ-01,476,68,50,2025-01-16,408
813,SKU-7C3DD03UVU,WH-NC-02,247,185,75,2025-08-14,62
814,SKU-5YWX0I3A4K,WH-CA-04,374,170,40,2025-12-04,204
815,SKU-158OQESUX9,WH-NJ-01,395,61,40,2025-03-15,334
816,SKU-AKX6WB68Q0,WH-TX-03,63,120,100,2025-07-30,0
817,SKU-RJ5XFEUB4O,WH-CA-04,446,51,50,2025-10-13,395
818,SKU-ZJSSZWD0W9,WH-CA-04,77,32,30,2025-11-20,45
819,SKU-R4SOR8WM9L,WH-NC-02,199,19,30,2025-11-23,180
820,SKU-9TZE5R5UQP,WH-TX-03,40,186,100,2025-12-02,0
821,SKU-9TZE5R5UQP,WH-TX-03,257,187,100,2025-04-25,70
822,SKU-153SFLSE45,WH-NJ-01,180,190,30,2025-09-04,0
823,SKU-79955CF72G,WH-NJ-01,289,111,30,2025-02-06,178
824,SKU-3R30ME8F84,WH-CA-04,124,183,40,2025-02-24,0
825,SKU-1P0VUH17J8,WH-CA-04,343,36,40,2025-06-16,307
826,SKU-T860X5ZU2Z,WH-NC-02,111,187,50,2025-06-26,0
827,SKU-DSAV917RMP,WH-CA-04,467,105,50,2025-12-19,362
828,SKU-HGNZEI3ZRR,WH-NC-02,234,104,50,2025-07-10,130
829,SKU-NYXTXMGTT0,WH-NC-02,499,50,30,2025-04-09,449
830,SKU-6US7RP422T,WH-TX-03,201,28,30,2025-04-22,173
831,SKU-EGDD8MWE77,WH-TX-03,39,136,40,2025-04-28,0
832,SKU-ZKLOOKEP7Y,WH-CA-04,198,85,40,2025-06-11,113
833,SKU-TLCXLVPYMB,WH-CA-04,448,39,20,2025-02-26,409
834,SKU-X70FQLDB2U,WH-TX-03,310,195,20,2025-12-19,115
835,SKU-KEAEA84HXX,WH-CA-04,125,170,100,2025-03-03,0
836,SKU-N89LTAJW25,WH-TX-03,73,99,30,2025-02-08,0
837,SKU-CIFLWDR3VW,WH-NJ-01,178,22,100,2025-11-26,156
838,SKU-88D0TGSIWG,WH-CA-04,4,102,40,2025-11-19,0
839,SKU-IM458AX40D,WH-NC-02,311,7,30,2025-01-29,304
840,SKU-9BC2BE3YQY,WH-NJ-01,117,73,100,2025-08-15,44
841,SKU-S1F537YE0Q,WH-NJ-01,231,63,100,2025-01-31,168
842,SKU-IOGXPBWHVN,WH-CA-04,148,150,75,2025-11-12,0
843,SKU-J4PNJY1O2R,WH-TX-03,313,92,20,2025-02-08,221
844,SKU-R2YKCCPRHV,WH-NC-02,200,119,50,2025-01-01,81
845,SKU-F60YKNFU84,WH-TX-03,348,108,30,2025-02-25,240
846,SKU-Y8NYFWDC11,WH-CA-04,30,95,75,2025-12-23,0
847,SKU-ZHG8Q3GCG1,WH-TX-03,236,183,50,2025-07-05,53
848,SKU-N6937XNCML,WH-CA-04,429,141,100,2025-04-01,288
849,SKU-ZUJ2XORVOR,WH-CA-04,154,79,75,2025-07-18,75
850,SKU-XFGCAQVKIZ,WH-NC-02,197,102,40,2025-06-20,95
851,SKU-QIMQODPXNF,WH-CA-04,106,16,40,2025-08-13,90
852,SKU-RHT7ZEWVIY,WH-NC-02,158,19,40,2025-07-01,139
853,SKU-GH8RIEC4D1,WH-NJ-01,168,114,100,2025-05-10,54
854,SKU-G1VED32LX2,WH-TX-03,300,11,50,2025-05-22,289
855,SKU-F33GUWYH36,WH-CA-04,419,123,50,2025-12-28,296
856,SKU-KPG3DP4FMP,WH-TX-03,257,121,40,2025-05-11,136
857,SKU-U7ONZ3JBCK,WH-TX-03,61,71,100,2025-05-22,0
858,SKU-8ADF7PCHCB,WH-NC-02,148,168,50,2025-01-05,0
859,SKU-45ED5GGSJ6,WH-TX-03,161,84,40,2025-12-03,77
860,SKU-K9TR74QGEF,WH-TX-03,85,159,30,2025-06-16,0
861,SKU-0ODWMQX5GG,WH-TX-03,12,164,40,2025-04-30,0
862,SKU-FZMYOA2VCY,WH-CA-04,274,109,100,2025-02-12,165
863,SKU-C0Y0BHF0RI,WH-TX-03,416,17,20,2025-04-02,399
864,SKU-RW6TM2O04K,WH-NJ-01,123,28,30,2025-08-18,95
865,SKU-3SR5RUP13W,WH-NC-02,357,134,100,2025-08-28,223
866,SKU-SPD2SW24WJ,WH-NJ-01,103,39,40,2025-07-06,64
867,SKU-S1F537YE0Q,WH-NC-02,48,100,20,2025-03-19,0
868,SKU-9DXJ37C9H4,WH-TX-03,2,119,40,2025-09-28,0
869,SKU-JTGQ01TEE1,WH-NC-02,421,133,30,2025-02-15,288
870,SKU-B7V80LKX1S,WH-CA-04,249,147,40,2025-01-07,102
871,SKU-TZ0YNCXLL4,WH-CA-04,252,54,50,2025-06-19,198
872,SKU-0HPMNZ1UDB,WH-NJ-01,210,183,40,2025-04-25,27
873,SKU-7DKNNCPTKE,WH-CA-04,70,72,30,2025-09-20,0
874,SKU-0VGNXB5JTB,WH-TX-03,270,180,75,2025-12-10,90
875,SKU-1P0VUH17J8,WH-NJ-01,37,199,40,2025-12-12,0
876,SKU-43C5BA75UU,WH-NJ-01,152,87,50,2025-08-27,65
877,SKU-6W51OB537Q,WH-NJ-01,316,124,30,2025-10-02,192
878,SKU-YWD14VE92M,WH-CA-04,469,160,20,2025-11-05,309
879,SKU-JIPNF8F3GR,WH-NC-02,214,21,75,2025-12-12,193
880,SKU-ZPEAL2W37D,WH-CA-04,433,49,100,2025-01-16,384
881,SKU-HHPBMYOFQE,WH-NJ-01,9,26,40,2025-03-03,0
882,SKU-050UI22KX7,WH-NC-02,99,47,30,2025-07-13,52
883,SKU-L68NTK63N2,WH-NJ-01,356,65,50,2025-11-17,291
884,SKU-F5EHLH07JR,WH-NJ-01,433,140,50,2025-10-19,293
885,SKU-YLEMRUYP04,WH-NC-02,378,129,30,2025-06-12,249
886,SKU-QLGZUI1B0Z,WH-NC-02,489,45,50,2025-08-23,444
887,SKU-EGDD8MWE77,WH-NJ-01,297,70,100,2025-10-07,227
888,SKU-ARAGDX5O31,WH-NJ-01,233,127,75,2025-08-29,106
889,SKU-OTOHP6VZ41,WH-CA-04,198,10,20,2025-11-21,188
890,SKU-30QABXW2EO,WH-CA-04,435,25,50,2025-08-21,410
891,SKU-IOGXPBWHVN,WH-CA-04,173,190,50,2025-05-09,0
892,SKU-PCWE4C1V47,WH-TX-03,216,48,20,2025-05-03,168
893,SKU-XSFH4GG244,WH-NJ-01,39,62,75,2025-05-17,0
894,SKU-I10KQSOSX4,WH-CA-04,185,20,75,2025-12-22,165
895,SKU-VG3KK0VM59,WH-NJ-01,488,176,75,2025-01-15,312
896,SKU-BA5MF36BCP,WH-TX-03,279,78,100,2025-11-26,201
897,SKU-N7NPRB58YJ,WH-CA-04,68,79,50,2025-08-17,0
898,SKU-CYWE3DKS4F,WH-CA-04,248,8,50,2025-05-24,240
899,SKU-5ELTFEBE54,WH-NJ-01,84,148,75,2025-08-18,0
900,SKU-3SDYGFLIJI,WH-NJ-01,167,180,50,2025-06-25,0
901,SKU-ZPEAL2W37D,WH-NC-02,403,115,40,2025-10-19,288
902,SKU-2OHKBM00E9,WH-NC-02,28,119,50,2025-09-03,0
903,SKU-4V1QX8ERTB,WH-CA-04,36,54,100,2025-02-22,0
904,SKU-K43SAFYH1F,WH-NC-02,19,40,75,2025-12-01,0
905,SKU-4QDBXVH7KA,WH-CA-04,145,5,30,2025-05-27,140
906,SKU-R2YKCCPRHV,WH-NJ-01,259,0,75,2025-02-10,259
907,SKU-H75LXO6QJI,WH-NC-02,138,94,30,2025-10-20,44
908,SKU-9DHSZNVP8G,WH-CA-04,254,191,50,2025-08-28,63
909,SKU-153SFLSE45,WH-NJ-01,447,132,50,2025-07-14,315
910,SKU-8F1N2OJGFH,WH-CA-04,85,25,100,2025-05-16,60
911,SKU-55NF4ZW9XA,WH-TX-03,51,0,30,2025-03-29,51
912,SKU-P8DJKLUYLU,WH-NC-02,298,0,75,2025-09-27,298
913,SKU-M2XIPRTT3N,WH-TX-03,141,92,20,2025-09-11,49
914,SKU-934T3Y4WPW,WH-NJ-01,121,37,20,2025-07-08,84
915,SKU-IM458AX40D,WH-CA-04,428,40,75,2025-10-18,388
916,SKU-IRY8XNY2X1,WH-CA-04,411,155,50,2025-03-12,256
917,SKU-6VEY0A94XF,WH-NJ-01,387,132,30,2025-08-21,255
918,SKU-AHTHSJR0FZ,WH-TX-03,399,148,30,2025-01-08,251
919,SKU-QQNVCEQFGA,WH-CA-04,421,62,75,2025-09-25,359
920,SKU-8F1N2OJGFH,WH-TX-03,446,85,75,2025-12-02,361
921,SKU-OROI5J8YIT,WH-TX-03,150,83,40,2025-04-25,67
922,SKU-1LTWBJ9UU2,WH-TX-03,332,139,100,2025-11-20,193
923,SKU-PUBKPIQNHQ,WH-NC-02,147,133,30,2025-10-28,14
924,SKU-JCSEXGGOC5,WH-TX-03,452,156,100,2025-10-24,296
925,SKU-9S3W563BTK,WH-NC-02,82,108,40,2025-08-25,0
926,SKU-HZLM72JEYN,WH-TX-03,148,103,50,2025-11-13,45
927,SKU-5EHR07N8VO,WH-TX-03,169,188,30,2025-03-17,0
928,SKU-8DT8CQ1XGB,WH-NC-02,324,34,100,2025-04-09,290
929,SKU-QEOZ0KZ4Z7,WH-CA-04,269,74,75,2025-11-19,195
930,SKU-QHRRPZLK3E,WH-CA-04,227,124,75,2025-01-02,103
931,SKU-5935A0L725,WH-NJ-01,325,51,50,2025-05-02,274
932,SKU-YB7W8P74MJ,WH-NJ-01,4,32,100,2025-07-04,0
933,SKU-4EX6U86ZJQ,WH-CA-04,151,152,100,2025-01-16,0
934,SKU-ODRO8BNP84,WH-NJ-01,220,13,20,2025-10-06,207
935,SKU-5ELTFEBE54,WH-CA-04,156,52,40,2025-12-17,104
936,SKU-V7C6S5NKB4,WH-NJ-01,257,60,75,2025-02-10,197
937,SKU-9TZE5R5UQP,WH-CA-04,5,12,100,2025-02-24,0
938,SKU-ES6M033IFH,WH-NC-02,289,14,30,2025-07-27,275
939,SKU-9BC2BE3YQY,WH-NJ-01,203,54,100,2025-05-12,149
940,SKU-X8HBBJCDIW,WH-NC-02,277,180,30,2025-12-22,97
941,SKU-FXLOZ2RCU8,WH-NC-02,387,199,30,2025-10-11,188
942,SKU-8LYMJ1QI9M,WH-NC-02,492,46,50,2025-06-27,446
943,SKU-AITMOFMMWI,WH-NC-02,368,172,20,2025-08-30,196
944,SKU-8WPFQ2BHAI,WH-NC-02,133,96,40,2025-08-30,37
945,SKU-FCD6MZSGIP,WH-TX-03,322,74,30,2025-10-11,248
946,SKU-8F1N2OJGFH,WH-NC-02,76,191,30,2025-05-03,0
947,SKU-QJG02U1G46,WH-NJ-01,446,14,75,2025-10-09,432
948,SKU-LB25485HCQ,WH-NC-02,470,20,20,2025-06-16,450
949,SKU-9K9XJUY0BV,WH-NJ-01,482,35,75,2025-01-13,447
950,SKU-9BC2BE3YQY,WH-NC-02,345,197,50,2025-03-12,148
951,SKU-4ORAC8CYNL,WH-NJ-01,115,152,50,2025-02-23,0
952,SKU-60RJIW1SWJ,WH-NC-02,200,43,40,2025-01-13,157
953,SKU-PVS7HZIOYK,WH-CA-04,86,128,50,2025-02-28,0
954,SKU-6QZ6CP7SAV,WH-TX-03,67,41,40,2025-09-17,26
955,SKU-PUU62RZV1S,WH-NJ-01,417,186,75,2025-03-21,231
956,SKU-SZDXIMYN4U,WH-NJ-01,100,32,30,2025-03-01,68
957,SKU-9DHSZNVP8G,WH-NC-02,455,102,30,2025-02-16,353
958,SKU-ZKW3GI60Q6,WH-NJ-01,161,159,20,2025-11-29,2
959,SKU-8T922D0NX5,WH-NC-02,312,193,50,2025-07-21,119
960,SKU-SXLMT2PNJK,WH-TX-03,420,152,20,2025-09-18,268
961,SKU-V7C6S5NKB4,WH-CA-04,389,39,20,2025-02-05,350
962,SKU-FXLOZ2RCU8,WH-CA-04,70,185,30,2025-01-19,0
963,SKU-4LAV71448N,WH-TX-03,172,96,50,2025-09-13,76
964,SKU-3N3BZT9D31,WH-NC-02,168,114,30,2025-10-13,54
965,SKU-UL1RSRLA8S,WH-NC-02,102,101,100,2025-02-10,1
966,SKU-IXZAREIYAZ,WH-TX-03,227,63,20,2025-10-11,164
967,SKU-QFEZKFH00A,WH-NJ-01,132,146,50,2025-10-14,0
968,SKU-V0DSZRK6IL,WH-NJ-01,59,27,100,2025-08-16,32
969,SKU-QERXDOUADV,WH-NJ-01,450,79,100,2025-06-20,371
970,SKU-2AN417VF0J,WH-TX-03,144,111,100,2025-09-02,33
971,SKU-OS6ZLE6KWH,WH-CA-04,210,169,30,2025-01-12,41
972,SKU-109DCNWMBX,WH-CA-04,108,85,40,2025-08-03,23
973,SKU-SKOYTK06AK,WH-CA-04,192,177,100,2025-05-20,15
974,SKU-QVR1H61IAO,WH-NC-02,356,105,40,2025-10-25,251
975,SKU-LP81L51FLM,WH-TX-03,182,47,75,2025-12-12,135
976,SKU-6VEY0A94XF,WH-NJ-01,8,184,75,2025-07-04,0
977,SKU-3J2D54I3QK,WH-CA-04,131,8,50,2025-07-31,123
978,SKU-7RV4NMWVSB,WH-CA-04,425,157,75,2025-09-29,268
979,SKU-5FU7BFXQ7B,WH-CA-04,429,145,50,2025-04-09,284
980,SKU-FXLOZ2RCU8,WH-NC-02,73,172,20,2025-05-12,0
981,SKU-7ZEOQGVZHQ,WH-NC-02,95,109,40,2025-04-25,0
982,SKU-ZJSSZWD0W9,WH-NJ-01,128,82,50,2025-09-26,46
983,SKU-JTGQ01TEE1,WH-CA-04,342,77,20,2025-03-01,265
984,SKU-MUURMYBD2Q,WH-CA-04,370,65,40,2025-10-11,305
985,SKU-QIMQODPXNF,WH-CA-04,400,138,30,2025-04-19,262
986,SKU-JQY3ODSX4N,WH-NC-02,371,89,20,2025-12-14,282
987,SKU-ZLMA5UOFWB,WH-NJ-01,221,71,30,2025-01-22,150
988,SKU-WBBADLYPGG,WH-TX-03,127,194,75,2025-12-07,0
989,SKU-O091C795RL,WH-NC-02,346,14,50,2025-01-27,332
990,SKU-ZN9DDE3CUP,WH-CA-04,334,108,40,2025-08-02,226
991,SKU-LB25485HCQ,WH-NJ-01,373,39,75,2025-02-13,334
992,SKU-ZHWJR64DPJ,WH-NJ-01,485,140,20,2025-03-21,345
993,SKU-DQ95G3V23G,WH-TX-03,6,85,75,2025-10-07,0
994,SKU-DW2ZCFZW0L,WH-CA-04,224,32,30,2025-06-23,192
995,SKU-BG34IQ7ZJ3,WH-NC-02,388,125,30,2025-09-30,263
996,SKU-DU0ISB5IQN,WH-NC-02,435,129,100,2025-09-18,306
997,SKU-NGIXMC4SX2,WH-NC-02,115,108,50,2025-02-07,7
998,SKU-XNQXU71SEL,WH-CA-04,102,109,75,2025-02-28,0
999,SKU-DQ95G3V23G,WH-CA-04,225,161,100,2025-07-01,64
1000,SKU-6VGTVYFYK3,WH-CA-04,52,15,40,2025-04-15,37
