order_id,customer_id,order_date,channel,subtotal,discount,tax,total
100941,499,2025-04-30,Mobile,60.49,0,3.44,63.93
100942,425,2025-05-30,Web,23.13,0,1.83,24.96
100943,554,2024-05-31,Web,99.05,0,5.77,104.82
100944,610,2025-04-27,Mobile,138.32,20,11.59,129.91
100945,961,2024-09-15,Web,52.39,0,3.42,55.81
100946,543,2024-11-19,Mobile,132.98,5,10.9,138.88
100947,158,2024-06-16,Mobile,33.74,15,1.76,20.5
100948,112,2025-11-18,Partner,61.57,0,4.21,65.78
100949,402,2024-11-05,Web,81.32,20,6.65,67.97
100950,759,2025-04-23,Web,326.23,15,19.64,330.87
100951,122,2024-02-25,Mobile,47.51,10,4.08,41.59
100952,273,2025-09-11,Store,137.83,0,10.8,148.63
100953,294,2025-04-17,Partner,41.09,5,3.14,39.23
100954,398,2024-10-22,Web,35.9,10,2.37,28.27
100955,471,2025-04-05,Web,52.18,20,3.74,35.92
100956,985,2024-11-19,Store,101.74,0,7.82,109.56
100957,207,2024-05-20,Web,296.9,10,21.16,308.06
100958,110,2025-10-28,Mobile,59.35,0,4.83,64.18
100959,440,2024-09-18,Web,186.99,0,13.0,199.99
100960,278,2025-02-23,Web,336.95,0,19.91,356.86
100961,963,2024-08-28,Web,121.24,10,7.23,118.47
100962,568,2024-12-20,Web,211.03,0,10.61,221.64
100963,887,2025-08-11,Mobile,49.66,0,3.16,52.82
100964,915,2024-06-28,Store,135.15,20,11.31,126.46
100965,569,2024-03-06,Web,161.03,0,13.81,174.84
100966,940,2024-12-13,Store,27.73,5,1.64,24.37
100967,482,2024-06-19,Web,45.29,0,4.22,49.51
100968,803,2025-04-18,Mobile,78.46,0,5.7,84.16
100969,114,2025-06-17,Web,53.5,5,4.88,53.38
100970,893,2025-01-01,Store,86.06,15,7.04,78.1
100971,897,2024-04-16,Mobile,23.7,0,1.96,25.66
100972,820,2025-03-14,Mobile,315.19,10,16.97,322.16
100973,853,2024-08-14,Store,200.51,0,12.01,212.52
100974,477,2025-03-19,Mobile,698.1,0,35.18,733.28
100975,710,2025-03-17,Partner,31.26,0,2.57,33.83
100976,933,2025-01-30,Mobile,139.05,0,9.11,148.16
100977,321,2025-12-28,Store,53.94,0,4.61,58.55
100978,179,2025-08-03,Mobile,35.69,0,2.33,38.02
100979,897,2024-03-24,Web,192.73,0,16.74,209.47
100980,219,2025-09-06,Mobile,104.32,0,5.83,110.15
100981,789,2025-07-04,Web,74.17,0,4.29,78.46
100982,949,2024-01-13,Mobile,123.97,5,8.1,127.07
100983,528,2025-11-23,Web,47.1,15,3.22,35.32
100984,492,2025-05-07,Mobile,45.66,5,3.0,43.66
100985,891,2024-09-24,Web,55.69,0,4.7,60.39
100986,61,2025-06-08,Web,219.89,15,11.95,216.84
100987,54,2024-04-29,Web,207.74,10,13.67,211.41
100988,680,2024-12-18,Partner,29.8,0,2.61,32.41
100989,538,2024-02-26,Web,306.18,0,16.23,322.41
100990,848,2024-02-09,Web,97.58,5,9.02,101.6
100991,988,2024-12-01,Mobile,137.37,5,12.97,145.34
100992,65,2025-10-01,Mobile,54.1,10,2.92,47.02
100993,612,2024-06-21,Web,101.64,5,6.41,103.05
100994,586,2025-06-30,Web,35.48,5,2.37,32.85
100995,704,2024-09-15,Web,50.82,20,4.32,35.14
100996,171,2025-05-31,Partner,181.71,0,13.96,195.67
100997,273,2025-12-30,Web,184.7,0,14.59,199.29
100998,889,2025-06-06,Web,142.04,10,11.94,143.98
100999,699,2024-04-26,Web,70.28,0,3.89,74.17
