order_item_id,order_id,sku,quantity,unit_price,line_total
904,100088,SKU-ZEBU2Y0OY5,5,291.82,1459.1
905,100870,SKU-J9HVCHRM3W,1,887.55,887.55
906,100135,SKU-HGNZEI3ZRR,2,85.16,170.32
907,100654,SKU-XF50I6GBXQ,4,672.7,2690.8
908,100850,SKU-0982N2ATQY,5,1770.29,8851.45
909,100698,SKU-25SQ8CROYR,1,975.21,975.21
910,100522,SKU-LI6978V0BJ,4,1675.25,6701.0
911,100659,SKU-Z8Q4VHU4BA,4,226.85,907.4
912,100950,SKU-EFJAWSHMLF,1,1052.37,1052.37
913,100803,SKU-DR2H2P39YL,3,1464.42,4393.26
914,100849,SKU-SPENGWYX9T,1,122.67,122.67
915,100909,SKU-IYM90PKR1I,2,785.91,1571.82
916,100441,SKU-5P03WVPUNW,4,621.56,2486.24
917,100037,SKU-0USWBKOK3Q,2,553.86,1107.72
918,100856,SKU-2AN417VF0J,5,348.62,1743.1
919,100207,SKU-DBPGVV4ZWL,4,1939.05,7756.2
920,100209,SKU-ELYYZZ0JDC,3,302.53,907.59
921,100512,SKU-1LTWBJ9UU2,1,1122.7,1122.7
922,100359,SKU-DZR1YXR2DH,5,765.39,3826.95
923,100576,SKU-8SA3IDY3C7,2,577.28,1154.56
924,100000,SKU-4LAV71448N,5,1814.05,9070.25
925,100754,SKU-M72QLGDVC2,3,758.5,2275.5
926,100980,SKU-GN0T6DVWRB,1,1423.64,1423.64
927,100380,SKU-71HSSBELRQ,5,1527.42,7637.1
928,100827,SKU-30QABXW2EO,2,1410.35,2820.7
929,100536,SKU-PHR62GDSWM,5,1747.18,8735.9
930,100858,SKU-WIXZ2C9ROS,1,1699.41,1699.41
931,100393,SKU-N9WSZV83XP,5,406.64,2033.2
932,100049,SKU-GUWJP0QI2C,2,1619.31,3238.62
933,100395,SKU-EZP7QYEZG5,1,702.61,702.61
934,100859,SKU-ZREZRDYXYU,3,713.54,2140.62
935,100752,SKU-C2KEIVLI77,3,363.08,1089.24
936,100031,SKU-E088O98BV7,4,828.43,3313.72
937,100544,SKU-U7ONZ3JBCK,5,322.37,1611.85
938,100711,SKU-PNSM43D8W3,2,1349.0,2698.0
939,100233,SKU-LALQ26UNVS,5,856.02,4280.1
940,100025,SKU-QUPXBFEJ2X,1,1258.49,1258.49
941,100553,SKU-J5SXVWVM4W,4,1885.28,7541.12
942,100433,SKU-4RX6PRYIEJ,2,1205.88,2411.76
943,100060,SKU-LXSLG6MM1Z,5,991.92,4959.6
944,100552,SKU-JEGET1GHR0,2,713.5,1427.0
945,100440,SKU-A83RU7MYOW,1,1518.32,1518.32
946,100129,SKU-HQMABSI9NB,4,289.86,1159.44
947,100866,SKU-Y4KL9ARYEA,2,697.47,1394.94
948,100353,SKU-NVC7HR6C2C,1,1726.51,1726.51
949,100197,SKU-QMVQWPQO2L,3,1571.13,4713.39
950,100798,SKU-RPKZGGM0J3,2,159.57,319.14
951,100662,SKU-PRCJIWVHDK,4,1057.65,4230.6
952,100715,SKU-1I1P0BQ1S9,2,1028.77,2057.54
953,100693,SKU-A78E9RIVH6,2,1513.67,3027.34
954,100370,SKU-KEAEA84HXX,1,1663.74,1663.74
955,100923,SKU-55NF4ZW9XA,5,1771.18,8855.9
956,100718,SKU-0ODWMQX5GG,5,900.78,4503.9
957,100146,SKU-T7ZQHT2XZ5,2,1485.81,2971.62
958,100715,SKU-UEUGWUBUGR,4,751.1,3004.4
959,100497,SKU-R1930I6G61,4,686.15,2744.6
960,100047,SKU-0UHK7X3BQW,1,912.45,912.45
961,100769,SKU-6N6975J2D8,2,289.07,578.14
962,100650,SKU-6CCVCJWTL9,2,1726.08,3452.16
963,100171,SKU-RYLLWB7SJW,5,331.99,1659.95
964,100612,SKU-LU3NDZ3CC5,1,1142.24,1142.24
965,100698,SKU-9T7E8G8JDP,3,508.3,1524.9
966,100895,SKU-B34KUQAAJ8,4,1990.16,7960.64
967,100314,SKU-4LMCT64Z7W,4,834.14,3336.56
968,100375,SKU-S1K9YE9O2M,2,1353.72,2707.44
969,100805,SKU-4A1X7OV6SG,1,986.87,986.87
970,100920,SKU-F74T60PLOZ,3,324.63,973.89
971,100874,SKU-1NLC8JPR7V,4,1512.5,6050.0
972,100532,SKU-R96KHUB2RT,1,1198.33,1198.33
973,100809,SKU-OR7875AUD9,3,978.78,2936.34
974,100419,SKU-9DHSZNVP8G,2,1417.53,2835.06
975,100904,SKU-4XYF9IGFU8,5,1684.84,8424.2
976,100395,SKU-FZMYOA2VCY,4,1278.12,5112.48
977,100521,SKU-226PARSG70,4,1105.1,4420.4
978,100186,SKU-FRML29Q2L4,3,1081.99,3245.97
979,100644,SKU-Y4KL9ARYEA,5,697.47,3487.35
980,100032,SKU-ES6M033IFH,1,1515.41,1515.41
981,100068,SKU-RM6J8Y6RH0,2,1820.48,3640.96
982,100591,SKU-CRGB93WKCS,1,936.79,936.79
983,100190,SKU-CY15PDTZ91,3,673.97,2021.91
984,100100,SKU-AQ15O2NQW4,4,1336.58,5346.32
985,100484,SKU-ZX9JPNBZUG,4,100.56,402.24
986,100284,SKU-LZSE99F77L,1,901.35,901.35
987,100913,SKU-5M9J98CWN2,2,503.91,1007.82
988,100732,SKU-PUU62RZV1S,3,1662.79,4988.37
989,100389,SKU-MOTCG06XR3,2,332.6,665.2
990,100564,SKU-TQYDSHLV76,3,436.36,1309.08
991,100977,SKU-7ZEOQGVZHQ,2,1216.01,2432.02
992,100159,SKU-AUUJ02GRXP,1,816.89,816.89
993,100891,SKU-IE0RNUJJQ9,5,851.73,4258.65
994,100553,SKU-CWI64CIYHE,3,1280.49,3841.47
995,100046,SKU-A83RU7MYOW,1,1518.32,1518.32
996,100158,SKU-S95ZOW60ZZ,4,967.85,3871.4
997,100445,SKU-JLZY1UU9YM,4,1301.74,5206.96
998,100695,SKU-1P0VUH17J8,2,1105.49,2210.98
999,100757,SKU-R97Y2LOFN1,4,857.65,3430.6
1000,100522,SKU-HZN4KGEUID,5,46.69,233.45
