reading_id,device_id,timestamp,temperature_c,humidity_pct,battery_v
740,DEV-LCG1J5,2025-09-26 13:16:53,19.19,30.72,3.66
741,DEV-OJTXCF,2025-06-30 16:01:43,20.01,52.11,3.65
742,DEV-AOFC9L,2025-02-22 20:48:12,24.4,40.75,3.69
743,DEV-SPJ4KI,2025-10-20 11:21:00,18.68,44.55,3.71
744,DEV-NQY0HU,2025-07-10 06:06:53,23.51,59.42,3.98
745,DEV-7BA7DO,2025-07-13 00:54:04,22.11,44.18,3.79
746,DEV-QCNF9W,2025-02-09 17:37:20,17.31,25.9,3.56
747,DEV-D0WPJ8,2025-03-19 21:30:28,22.2,76.14,3.58
748,DEV-VMB0ID,2025-07-08 11:31:02,23.3,38.57,3.9
749,DEV-GYTLCQ,2025-04-05 22:03:33,17.77,37.7,3.49
750,DEV-30KH58,2025-01-25 06:19:14,24.08,47.33,3.7
751,DEV-I05NMS,2025-04-13 05:43:08,24.79,40.94,3.36
752,DEV-ZE66VW,2025-10-29 17:16:22,17.91,42.12,3.68
753,DEV-87H91E,2025-06-08 16:18:07,23.94,34.52,3.48
754,DEV-KPK7YS,2025-12-24 16:52:03,22.92,57.62,3.57
755,DEV-Y47QUU,2025-07-27 06:33:58,20.63,59.82,3.74
756,DEV-W5APMX,2025-12-13 00:13:05,20.96,70.34,3.82
757,DEV-4NRMQY,2025-04-04 00:03:47,23.58,72.56,3.56
758,DEV-167D6V,2025-11-20 19:34:43,19.64,13.42,3.92
759,DEV-4X5BWA,2025-02-08 02:04:37,24.31,52.22,3.46
760,DEV-EMC20L,2025-12-02 04:46:51,18.79,25.32,3.86
761,DEV-3VEULJ,2025-06-13 22:03:50,19.08,62.38,3.62
762,DEV-BY4UBZ,2025-12-07 07:53:07,16.86,47.92,3.89
763,DEV-576MOU,2025-11-18 02:50:17,15.12,32.13,3.62
764,DEV-6BSPXL,2025-02-24 13:11:28,22.6,26.04,3.56
765,DEV-I0HN3F,2025-03-13 03:12:36,14.18,33.26,3.82
766,DEV-D6LQGA,2025-02-11 21:25:04,23.31,31.01,3.79
767,DEV-G04AJM,2025-11-22 07:28:34,21.66,63.03,3.59
768,DEV-DZ61TX,2025-05-12 07:08:24,29.54,44.15,3.81
769,DEV-XLZS49,2025-01-21 06:14:26,24.43,28.15,3.67
770,DEV-RXGKIK,2025-01-01 20:33:38,24.04,49.45,3.73
771,DEV-DZ61TX,2025-06-15 05:32:12,19.31,49.18,3.77
772,DEV-LCG1J5,2025-03-01 20:20:24,19.74,41.17,3.42
773,DEV-UXL39D,2025-03-17 18:13:15,20.32,61.9,3.7
774,DEV-3QUPO4,2025-04-01 10:36:39,21.86,52.06,3.41
775,DEV-SILN3O,2025-07-26 07:59:37,19.66,50.87,3.49
776,DEV-8DKMU6,2025-03-29 05:17:34,24.28,15.86,3.68
777,DEV-CDZN1F,2025-03-23 13:06:32,20.44,38.5,3.9
778,DEV-JBBSXP,2025-01-17 00:55:39,26.46,53.52,3.65
779,DEV-D2FF5L,2025-11-25 23:31:49,18.71,49.25,3.63
780,DEV-L88L12,2025-07-29 16:48:54,24.98,44.99,3.61
781,DEV-ZWKHE9,2025-11-08 12:45:55,29.72,54.09,3.78
782,DEV-40ACUH,2025-02-22 10:38:36,29.07,50.53,3.48
783,DEV-AMMPQ0,2025-05-08 15:44:30,18.56,55.86,3.42
784,DEV-OEJV9L,2025-05-26 08:30:41,26.61,49.69,3.97
785,DEV-86Z1B9,2025-10-31 17:09:05,13.11,55.2,3.78
786,DEV-513BB6,2025-11-06 05:17:26,15.78,54.45,3.56
787,DEV-7BA7DO,2025-09-05 04:36:25,24.4,43.74,3.57
788,DEV-B1ZPPE,2025-01-01 01:58:07,23.75,44.53,3.59
789,DEV-513BB6,2025-02-10 11:30:30,24.41,46.16,3.44
790,DEV-J35VLW,2025-03-14 11:18:31,20.05,26.34,3.64
791,DEV-EN7YJF,2025-06-09 12:01:56,17.54,21.83,3.7
792,DEV-JNMYK8,2025-07-31 21:49:16,14.77,52.56,3.97
793,DEV-EMC20L,2025-11-29 12:05:43,18.55,53.36,3.72
794,DEV-SPJ4KI,2025-10-23 01:14:31,24.6,44.62,3.85
795,DEV-4X6G1E,2025-05-19 16:58:49,25.44,50.33,3.64
796,DEV-URI7EV,2025-10-31 07:32:02,23.19,54.85,3.61
797,DEV-S32D1J,2025-02-12 19:04:19,22.78,51.53,3.7
798,DEV-QBEXGF,2025-06-28 21:21:09,28.77,53.41,3.87
799,DEV-PFY4QC,2025-07-08 14:17:39,27.63,25.56,3.58
800,DEV-PPJ590,2025-09-03 10:46:11,25.78,69.69,3.74
801,DEV-PFY4QC,2025-10-25 19:15:26,26.62,49.85,3.74
802,DEV-D6LQGA,2025-06-03 08:53:56,23.4,59.03,3.7
803,DEV-3B0N9C,2025-04-14 15:18:07,23.91,53.77,3.87
804,DEV-SJWS1Z,2025-01-11 09:57:58,18.91,29.54,3.71
805,DEV-LCG1J5,2025-01-25 00:26:41,23.52,34.7,3.67
806,DEV-9ZXQER,2025-10-23 03:16:28,19.42,37.13,3.69
807,DEV-Z6V7S7,2025-01-25 14:42:09,26.96,62.23,3.28
808,DEV-9B0MQO,2025-03-25 05:55:07,24.5,30.56,3.67
809,DEV-B1ZPPE,2025-04-16 07:32:09,20.29,26.21,3.49
810,DEV-GMP9A9,2025-08-29 17:44:29,24.81,51.44,3.66
811,DEV-HALCKZ,2025-04-29 03:31:52,26.49,71.29,3.7
812,DEV-579WRR,2025-04-18 06:11:43,18.51,32.38,3.79
813,DEV-0FP8BP,2025-11-26 12:55:15,20.97,66.5,4.1
814,DEV-HZYJB4,2025-06-29 04:26:44,18.11,56.2,3.97
815,DEV-SNHFT4,2025-05-11 23:48:18,21.84,38.68,3.7
816,DEV-QCNF9W,2025-10-22 21:07:05,27.34,25.16,3.81
817,DEV-BKN3DK,2025-04-01 22:48:19,22.0,39.94,3.62
818,DEV-L88L12,2025-08-29 05:39:09,24.32,33.13,3.74
819,DEV-3ET1OV,2025-09-04 12:47:39,19.82,63.0,3.74
820,DEV-GQPQ8R,2025-06-17 16:24:16,25.4,44.5,3.5
821,DEV-L88L12,2025-08-11 15:56:12,21.75,52.22,3.61
822,DEV-W5APMX,2025-10-05 13:33:25,25.05,52.32,3.36
823,DEV-GPJNVW,2025-07-09 04:21:25,25.47,35.4,3.66
824,DEV-P5K791,2025-01-19 11:34:57,17.78,46.08,3.69
825,DEV-2U9AZ3,2025-01-14 21:17:33,19.27,60.02,3.69
826,DEV-URI7EV,2025-08-31 07:13:29,20.35,43.86,3.5
827,DEV-SJZSB6,2025-04-19 05:27:58,29.1,41.01,3.68
828,DEV-GPBKTM,2025-07-09 10:10:23,27.43,55.35,3.73
829,DEV-CEGBMX,2025-08-06 03:42:49,22.4,25.5,3.79
830,DEV-0DPJHS,2025-10-26 09:51:59,32.96,11.95,3.75
831,DEV-0VHV1N,2025-11-07 20:48:25,16.76,49.32,3.64
832,DEV-RUMXQW,2025-08-24 11:44:16,21.06,60.37,3.67
833,DEV-RUMXQW,2025-06-17 21:54:53,26.7,72.03,3.75
834,DEV-PFY4QC,2025-09-25 23:26:59,22.18,47.94,3.62
835,DEV-1P02JY,2025-07-12 00:22:09,18.61,57.36,3.53
836,DEV-SJWS1Z,2025-08-30 08:43:27,23.59,64.77,3.62
837,DEV-4X5BWA,2025-06-11 14:22:59,32.7,45.47,3.78
838,DEV-A68T2A,2025-12-30 21:41:14,18.66,35.38,3.84
839,DEV-QBEXGF,2025-12-05 05:13:54,19.07,33.84,3.89
840,DEV-AY12TL,2025-10-06 13:08:23,17.7,40.58,3.53
841,DEV-U4PLLG,2025-05-15 11:03:45,20.32,66.74,4.09
842,DEV-O4YC3S,2025-07-12 21:26:07,26.33,58.98,3.56
843,DEV-P5K791,2025-03-30 15:50:17,28.27,41.72,3.65
844,DEV-J7VBJR,2025-02-11 12:02:07,16.94,63.68,3.94
845,DEV-SILN3O,2025-04-03 19:23:50,24.44,51.79,3.37
846,DEV-0KJD2V,2025-08-03 11:47:04,25.09,41.74,3.73
847,DEV-167D6V,2025-12-15 16:32:16,19.27,47.66,3.64
848,DEV-AMMPQ0,2025-01-01 23:14:10,24.97,51.04,3.42
849,DEV-E51K8L,2025-12-01 20:28:05,23.5,47.05,3.42
850,DEV-GPBKTM,2025-06-13 13:07:26,26.37,71.12,3.92
851,DEV-C7ISUT,2025-04-16 16:50:38,13.09,42.75,3.8
852,DEV-AV6763,2025-08-20 06:32:57,23.16,24.26,3.89
853,DEV-AMMPQ0,2025-02-15 08:56:15,25.26,49.69,3.49
854,DEV-30POCR,2025-07-24 17:40:09,26.19,40.63,3.76
855,DEV-JDCZ1O,2025-01-21 23:19:09,25.23,24.86,4.15
856,DEV-R2OMRD,2025-06-26 16:16:27,17.17,54.97,3.65
857,DEV-NKLYBW,2025-06-16 01:02:46,27.71,0.0,3.71
858,DEV-Y47QUU,2025-10-21 11:03:44,24.98,49.33,3.7
859,DEV-A28DIT,2025-09-22 07:14:16,22.08,9.46,3.68
860,DEV-J7VBJR,2025-10-03 02:18:19,22.14,45.08,3.54
861,DEV-1KJWV2,2025-12-06 10:05:31,29.05,53.3,3.71
862,DEV-KPK7YS,2025-01-08 15:53:43,24.85,55.98,4.03
863,DEV-CZJJY4,2025-09-27 12:11:06,22.62,57.13,3.69
864,DEV-V6YJOA,2025-11-14 02:10:49,18.6,29.18,3.94
865,DEV-EGHPMX,2025-07-31 03:49:31,21.09,47.85,4.2
866,DEV-DI9OIN,2025-06-12 08:13:24,18.59,34.48,3.54
867,DEV-2HNC0I,2025-11-07 01:40:35,15.0,33.62,3.81
868,DEV-9B0MQO,2025-02-14 22:24:00,22.9,43.35,3.47
869,DEV-JBBSXP,2025-08-21 17:55:20,14.99,38.69,3.67
870,DEV-GPJNVW,2025-02-22 20:24:55,19.48,29.46,4.2
871,DEV-30POCR,2025-08-21 00:53:16,20.76,49.83,3.83
872,DEV-6YJMK3,2025-12-08 13:58:57,16.16,53.23,3.76
873,DEV-BZGFLI,2025-06-20 10:14:59,26.07,32.08,3.46
874,DEV-EJKLCP,2025-01-06 05:24:19,21.54,42.23,3.58
875,DEV-ZM32HZ,2025-02-13 18:19:08,12.81,42.49,3.53
876,DEV-SNHFT4,2025-04-01 20:36:50,25.36,42.73,3.49
877,DEV-VNNVBZ,2025-07-15 21:18:07,29.08,44.15,3.87
878,DEV-S2SUMH,2025-01-04 10:10:15,22.72,49.33,3.84
879,DEV-3B4NTH,2025-05-01 02:26:34,24.48,62.52,3.67
880,DEV-AY12TL,2025-03-04 06:45:58,23.29,46.95,3.59
881,DEV-4NRMQY,2025-04-02 09:24:09,24.28,37.35,3.85
882,DEV-29TNYF,2025-09-04 17:23:23,19.84,44.82,4.04
883,DEV-QFAF5K,2025-08-07 20:29:12,19.01,29.05,3.9
884,DEV-AY12TL,2025-12-03 02:19:49,17.79,31.54,3.72
885,DEV-QCNF9W,2025-08-19 11:29:42,22.48,51.49,3.88
886,DEV-3B0N9C,2025-10-21 23:04:21,24.58,0.0,3.89
887,DEV-D0WPJ8,2025-07-07 15:34:47,24.53,41.75,3.73
888,DEV-SPJ4KI,2025-11-04 21:03:01,20.32,58.92,3.73
889,DEV-Z1R2RO,2025-06-17 23:04:00,21.22,51.06,3.59
890,DEV-4DH9UG,2025-09-21 21:38:15,21.21,57.91,3.87
891,DEV-6J0M3L,2025-04-15 01:15:27,19.98,50.04,3.67
892,DEV-0DPJHS,2025-08-12 15:37:38,14.29,74.88,3.5
893,DEV-D0GV81,2025-04-25 01:51:33,21.22,26.54,3.51
894,DEV-PKN3B8,2025-08-23 10:27:51,20.8,46.73,3.69
895,DEV-JTR0M6,2025-09-29 09:07:03,21.81,55.91,3.51
896,DEV-9ZXQER,2025-10-01 21:55:50,19.87,38.67,4.2
897,DEV-7BA7DO,2025-08-18 15:56:04,23.16,62.68,3.8
898,DEV-SFN07E,2025-08-05 22:23:06,32.83,54.07,3.6
899,DEV-A28DIT,2025-02-03 05:06:18,25.13,22.62,3.74
900,DEV-QNRMTN,2025-07-16 04:46:58,20.1,50.43,3.85
901,DEV-W5APMX,2025-11-13 22:10:08,21.11,54.12,3.74
902,DEV-U4PLLG,2025-08-02 04:02:06,21.55,69.49,3.51
903,DEV-U4PLLG,2025-02-15 22:17:58,22.46,42.31,3.68
904,DEV-MOWNX2,2025-11-29 11:54:34,21.98,53.38,3.65
905,DEV-PFY4QC,2025-08-28 22:27:11,20.19,48.86,3.61
906,DEV-GPJNVW,2025-09-11 22:31:29,19.98,36.57,3.53
907,DEV-GPBKTM,2025-08-16 12:18:01,24.58,39.76,3.88
908,DEV-OEJV9L,2025-08-09 19:21:12,20.95,12.11,3.79
909,DEV-W5APMX,2025-06-15 04:05:05,24.29,37.91,3.79
910,DEV-3QUPO4,2025-03-14 04:33:23,21.13,68.57,3.33
911,DEV-TGMALW,2025-08-13 04:50:16,14.78,42.41,3.62
912,DEV-IKS62C,2025-03-27 11:36:24,17.77,57.67,3.95
913,DEV-CEGBMX,2025-03-22 23:39:54,15.6,48.42,3.78
914,DEV-QBKERN,2025-08-03 17:36:16,22.83,51.37,3.47
915,DEV-4HC7JV,2025-06-13 03:17:33,15.2,74.92,4.03
916,DEV-86Z1B9,2025-08-28 07:52:49,20.0,38.87,3.22
917,DEV-ZE66VW,2025-03-10 13:05:21,20.52,38.77,3.73
918,DEV-K48AB1,2025-05-17 00:12:27,21.01,61.31,4.04
919,DEV-CWCDT9,2025-06-01 12:02:06,25.52,43.79,3.39
920,DEV-4HC7JV,2025-04-07 11:02:52,26.22,40.91,3.6
921,DEV-7BA7DO,2025-06-07 23:01:27,19.03,59.31,3.42
922,DEV-A68T2A,2025-07-05 13:26:49,21.92,48.88,3.98
923,DEV-LST548,2025-06-17 19:11:23,20.31,42.73,3.54
924,DEV-GQPQ8R,2025-09-01 08:03:31,23.69,39.87,3.9
925,DEV-W5APMX,2025-04-29 23:31:58,21.67,32.35,3.98
926,DEV-S2SUMH,2025-07-15 15:29:17,23.81,21.78,3.44
927,DEV-A28DIT,2025-10-15 14:09:16,17.47,61.67,3.4
928,DEV-9ZXQER,2025-03-06 16:40:22,22.91,38.64,3.8
929,DEV-87H91E,2025-06-11 18:45:59,16.39,19.45,3.86
930,DEV-1P02JY,2025-03-26 20:35:28,18.88,71.75,3.69
931,DEV-CIVI05,2025-02-28 16:36:02,22.41,46.3,3.71
932,DEV-EMC20L,2025-10-09 17:42:49,14.2,45.34,4.0
933,DEV-86Z1B9,2025-05-30 08:38:29,13.25,21.19,3.65
934,DEV-E51K8L,2025-05-01 23:59:12,17.37,53.72,3.98
935,DEV-L7P72L,2025-09-26 07:21:39,18.24,37.03,3.58
936,DEV-I05NMS,2025-09-12 07:12:24,18.66,37.07,4.18
937,DEV-G2R0TO,2025-08-12 12:01:20,19.9,51.21,3.52
938,DEV-DI9OIN,2025-02-24 05:04:21,23.23,46.81,3.94
939,DEV-LST548,2025-05-16 12:07:27,29.84,30.42,3.51
940,DEV-3B4NTH,2025-07-09 16:19:01,19.49,23.64,3.86
941,DEV-M3V16X,2025-09-10 06:29:05,23.53,47.48,3.7
942,DEV-8VWCT8,2025-11-08 02:48:31,26.98,46.18,3.76
943,DEV-1P02JY,2025-03-25 04:33:09,26.27,84.09,3.83
944,DEV-L7P72L,2025-12-20 16:05:29,18.86,11.28,3.75
945,DEV-LMFLUO,2025-06-26 02:41:53,25.49,47.21,3.73
946,DEV-RXGKIK,2025-04-04 10:10:46,27.16,20.65,3.33
947,DEV-D8UR6T,2025-02-04 05:30:53,28.12,38.78,3.98
948,DEV-4HC7JV,2025-07-31 02:30:13,28.27,38.59,4.01
949,DEV-4HC7JV,2025-05-06 00:51:33,17.6,53.13,3.68
950,DEV-UNQR8O,2025-08-18 13:12:24,22.96,53.55,3.81
951,DEV-Y47QUU,2025-06-17 21:20:40,19.24,65.47,3.97
952,DEV-QCNF9W,2025-01-14 13:53:29,16.77,48.7,3.82
953,DEV-F309HS,2025-03-15 07:28:01,23.91,59.78,3.59
954,DEV-MUZUQE,2025-02-21 08:32:47,22.8,65.64,3.46
955,DEV-84Z4UR,2025-12-28 11:19:05,22.68,48.87,3.83
956,DEV-XEQLEZ,2025-07-26 16:32:10,20.1,62.62,3.73
957,DEV-QCNF9W,2025-10-23 09:26:33,31.8,48.2,3.7
958,DEV-ZWKHE9,2025-02-12 22:39:07,28.04,44.9,3.55
959,DEV-IKVREC,2025-01-03 07:32:12,20.33,35.34,3.63
960,DEV-G04AJM,2025-04-05 11:33:33,21.91,50.73,3.77
961,DEV-WLVA02,2025-08-26 15:42:32,23.98,50.14,3.64
962,DEV-I26LH0,2025-06-16 20:51:07,26.11,50.34,3.71
963,DEV-JBBSXP,2025-01-19 19:28:12,23.93,62.1,3.69
964,DEV-Y47QUU,2025-07-26 00:45:17,22.46,58.61,3.83
965,DEV-I26LH0,2025-08-18 06:48:58,16.33,22.88,3.41
966,DEV-2U9AZ3,2025-08-02 11:40:22,29.85,23.17,3.63
967,DEV-I05NMS,2025-02-25 10:48:10,19.48,46.85,3.48
968,DEV-A3VF02,2025-11-30 14:54:40,26.24,30.36,3.73
969,DEV-L7P72L,2025-05-12 20:55:36,22.13,43.56,3.54
970,DEV-S4I2NR,2025-01-09 10:56:47,27.0,31.33,3.89
971,DEV-0DPJHS,2025-08-19 06:30:02,16.8,46.45,3.62
972,DEV-CEGBMX,2025-06-02 07:33:44,19.46,29.72,3.58
973,DEV-JBBSXP,2025-11-01 17:34:08,21.44,51.03,3.53
974,DEV-VR5NBH,2025-10-11 19:31:26,18.33,28.95,3.75
975,DEV-J7VBJR,2025-07-09 03:50:20,19.85,47.04,3.45
976,DEV-BZGFLI,2025-01-16 09:57:17,27.16,19.7,3.68
977,DEV-J7VBJR,2025-12-09 23:18:03,24.21,28.04,3.68
978,DEV-VMB0ID,2025-07-22 05:49:38,27.79,55.59,3.6
979,DEV-4X6G1E,2025-06-23 03:48:33,22.26,64.23,3.74
980,DEV-AOFC9L,2025-06-17 11:13:51,21.36,58.67,3.61
981,DEV-O4YC3S,2025-12-05 08:40:07,16.77,56.37,3.76
982,DEV-8WUMH9,2025-02-03 19:57:19,26.19,67.22,3.59
983,DEV-P04SBR,2025-08-17 01:42:22,21.36,59.48,3.55
984,DEV-NXNPSV,2025-01-01 01:02:35,22.78,22.04,3.75
985,DEV-AOFC9L,2025-11-18 18:26:06,19.76,59.3,3.86
986,DEV-S4I2NR,2025-04-25 10:55:42,33.38,59.06,4.2
987,DEV-6BSPXL,2025-08-02 22:00:29,22.49,16.9,3.63
988,DEV-VNNVBZ,2025-09-11 01:42:01,19.14,34.9,3.85
989,DEV-OUFHW8,2025-05-25 07:51:44,17.36,68.69,3.61
990,DEV-CDZN1F,2025-02-16 13:24:54,24.11,43.06,3.85
991,DEV-4X6G1E,2025-10-07 18:01:42,18.99,27.89,3.96
992,DEV-UXL39D,2025-06-27 12:08:24,20.2,57.95,3.73
993,DEV-DI9OIN,2025-08-01 12:34:18,15.89,40.87,3.84
994,DEV-2U9AZ3,2025-12-26 09:36:52,22.27,39.21,3.79
995,DEV-B1ZPPE,2025-10-12 12:46:57,22.23,58.11,3.7
996,DEV-G2R0TO,2025-09-02 06:27:07,29.43,51.06,3.61
997,DEV-3VWLO7,2025-09-10 16:22:02,19.86,43.23,3.63
998,DEV-VNNVBZ,2025-07-25 18:15:36,13.21,49.96,3.44
999,DEV-O4YC3S,2025-03-13 22:53:55,21.11,42.38,3.91
1000,DEV-IKS62C,2025-08-10 19:50:07,27.21,58.71,4.07
