ticket_id,customer_id,created_at,priority,status,category,sla_hours
TKT-000783,878,2025-09-21 20:40:00,Low,Resolved,Shipping,120
TKT-000784,248,2025-10-11 17:01:00,High,Resolved,Billing,24
TKT-000785,166,2025-08-23 03:15:00,Medium,Open,Returns,48
TKT-000786,428,2025-02-15 16:34:00,Low,Open,Technical,72
TKT-000787,145,2025-11-19 22:00:00,Low,In Progress,Account,96
TKT-000788,511,2024-12-17 15:45:00,Low,Closed,Billing,48
TKT-000789,543,2025-09-06 00:43:00,Medium,Open,Shipping,48
TKT-000790,933,2024-09-02 06:32:00,Medium,In Progress,Shipping,48
TKT-000791,509,2025-05-18 18:33:00,Medium,Resolved,Technical,72
TKT-000792,907,2024-09-16 02:34:00,Medium,Closed,Account,48
TKT-000793,220,2025-05-21 16:17:00,Medium,Resolved,Returns,120
TKT-000794,645,2025-09-12 00:58:00,Medium,Closed,Account,48
TKT-000795,576,2024-09-03 01:49:00,Low,Resolved,Technical,48
TKT-000796,76,2024-08-30 07:58:00,High,Closed,Account,48
TKT-000797,643,2024-07-14 10:17:00,Medium,In Progress,Technical,24
TKT-000798,824,2025-08-30 13:03:00,Urgent,In Progress,Account,72
TKT-000799,319,2025-06-19 17:52:00,Low,Resolved,Billing,72
TKT-000800,873,2024-06-23 23:20:00,High,In Progress,Shipping,24
TKT-000801,38,2024-06-23 17:35:00,High,Closed,Technical,72
TKT-000802,566,2025-01-20 10:00:00,Medium,In Progress,Technical,72
TKT-000803,642,2025-04-07 15:39:00,Medium,In Progress,Shipping,48
TKT-000804,730,2025-07-22 16:31:00,High,In Progress,Returns,48
TKT-000805,514,2025-04-29 08:50:00,Urgent,Resolved,Technical,48
TKT-000806,246,2025-12-27 17:06:00,Medium,Open,Billing,48
TKT-000807,140,2024-09-11 06:17:00,Medium,Open,Account,48
TKT-000808,808,2025-10-13 09:31:00,High,Closed,Billing,24
TKT-000809,258,2025-09-26 21:05:00,Low,Closed,Technical,48
TKT-000810,617,2024-12-06 09:46:00,Low,Open,Returns,96
TKT-000811,381,2025-09-03 05:56:00,Urgent,Resolved,Technical,24
TKT-000812,848,2024-12-06 11:24:00,High,Resolved,Returns,24
TKT-000813,478,2025-05-17 20:20:00,High,In Progress,Shipping,72
TKT-000814,185,2024-09-22 14:17:00,Medium,Resolved,Account,24
TKT-000815,303,2024-09-12 10:58:00,Medium,In Progress,Billing,48
TKT-000816,494,2025-10-21 21:36:00,Urgent,In Progress,Returns,48
TKT-000817,756,2025-05-11 00:34:00,Low,Resolved,Billing,96
TKT-000818,164,2024-06-21 16:46:00,Medium,Resolved,Shipping,24
TKT-000819,644,2025-06-22 07:40:00,Medium,In Progress,Technical,96
TKT-000820,203,2024-12-26 11:57:00,Low,Resolved,Returns,72
TKT-000821,408,2025-09-26 21:16:00,Low,Resolved,Account,72
TKT-000822,210,2025-09-16 08:31:00,Medium,Resolved,Returns,72
TKT-000823,859,2025-06-28 17:51:00,Medium,Resolved,Technical,24
TKT-000824,101,2025-10-29 20:08:00,Low,Resolved,Technical,24
TKT-000825,446,2024-12-05 08:10:00,Medium,In Progress,Account,48
TKT-000826,898,2025-05-12 04:32:00,Medium,In Progress,Account,24
TKT-000827,783,2025-05-18 16:52:00,Medium,Resolved,Shipping,120
TKT-000828,971,2025-11-23 08:46:00,Low,Resolved,Billing,72
TKT-000829,987,2024-07-17 19:11:00,Medium,In Progress,Returns,48
TKT-000830,561,2024-08-16 03:29:00,Low,In Progress,Shipping,72
TKT-000831,368,2025-05-09 10:23:00,Low,Resolved,Billing,120
TKT-000832,239,2024-12-08 19:25:00,Low,Open,Shipping,120
TKT-000833,727,2025-11-25 02:52:00,Medium,Open,Account,72
TKT-000834,291,2024-07-06 07:26:00,Low,In Progress,Account,48
TKT-000835,372,2025-07-29 19:02:00,Low,Open,Technical,24
TKT-000836,862,2025-05-17 00:10:00,Low,In Progress,Returns,24
TKT-000837,431,2024-12-05 12:40:00,High,In Progress,Returns,24
TKT-000838,280,2025-11-09 22:07:00,High,Resolved,Returns,24
TKT-000839,467,2025-04-30 19:37:00,Low,In Progress,Shipping,96
TKT-000840,316,2025-09-26 05:22:00,Low,Resolved,Shipping,96
TKT-000841,989,2025-01-02 16:16:00,High,Resolved,Returns,72
TKT-000842,77,2024-11-05 07:24:00,Low,In Progress,Technical,72
TKT-000843,816,2025-01-27 05:41:00,Low,Open,Billing,48
TKT-000844,151,2025-03-23 03:40:00,Low,Resolved,Shipping,48
TKT-000845,396,2025-09-05 01:49:00,Urgent,Open,Returns,96
TKT-000846,496,2024-07-15 06:49:00,Medium,Open,Account,48
TKT-000847,297,2025-10-08 08:24:00,Low,Open,Shipping,72
TKT-000848,669,2024-11-22 00:39:00,Low,In Progress,Billing,48
TKT-000849,710,2025-05-12 04:22:00,High,Resolved,Shipping,96
TKT-000850,947,2024-07-26 19:01:00,Medium,Resolved,Billing,72
TKT-000851,896,2025-12-18 23:57:00,Medium,In Progress,Billing,72
TKT-000852,407,2025-05-07 11:47:00,Low,Closed,Shipping,24
TKT-000853,287,2024-09-16 13:42:00,Medium,Open,Billing,48
TKT-000854,493,2024-12-31 07:40:00,Low,Resolved,Shipping,48
TKT-000855,917,2025-10-12 19:01:00,Medium,Resolved,Shipping,48
TKT-000856,536,2025-07-02 03:36:00,Low,Resolved,Technical,96
TKT-000857,456,2025-12-02 01:16:00,Low,Open,Account,96
TKT-000858,492,2025-10-10 14:51:00,Medium,Resolved,Billing,48
TKT-000859,9,2024-11-20 19:55:00,High,In Progress,Shipping,48
TKT-000860,918,2024-09-13 06:29:00,Medium,In Progress,Billing,96
TKT-000861,132,2025-12-04 17:29:00,Low,In Progress,Shipping,24
TKT-000862,77,2025-09-22 19:11:00,Medium,Resolved,Shipping,24
TKT-000863,738,2025-07-04 06:13:00,Medium,Open,Shipping,24
TKT-000864,131,2025-08-08 10:53:00,Medium,Open,Account,24
TKT-000865,997,2024-12-11 15:03:00,Medium,Open,Billing,48
TKT-000866,888,2025-09-09 17:27:00,Low,Open,Account,48
TKT-000867,412,2025-05-07 12:23:00,Medium,Open,Account,72
TKT-000868,90,2024-07-29 07:02:00,Low,Closed,Account,72
TKT-000869,498,2025-11-20 20:00:00,High,In Progress,Account,48
TKT-000870,629,2025-09-21 14:12:00,Medium,Open,Technical,48
TKT-000871,622,2024-09-11 13:50:00,Medium,Resolved,Billing,96
TKT-000872,889,2025-11-15 21:29:00,Low,Resolved,Billing,72
TKT-000873,354,2025-04-18 16:12:00,Low,Resolved,Shipping,48
TKT-000874,271,2025-12-01 10:28:00,Medium,Resolved,Billing,48
TKT-000875,392,2024-06-14 09:29:00,Low,Open,Account,24
TKT-000876,432,2025-08-30 21:33:00,High,Resolved,Returns,48
TKT-000877,739,2025-01-07 22:32:00,Medium,Resolved,Billing,120
TKT-000878,472,2025-06-26 21:58:00,Low,Resolved,Returns,48
TKT-000879,756,2024-11-20 02:01:00,Low,Closed,Technical,72
TKT-000880,308,2024-08-20 02:38:00,Medium,Resolved,Shipping,48
TKT-000881,508,2025-05-02 20:01:00,Low,Resolved,Shipping,96
TKT-000882,55,2025-01-11 22:31:00,Medium,Open,Shipping,48
TKT-000883,37,2024-07-05 05:06:00,Medium,In Progress,Technical,48
TKT-000884,900,2024-12-05 18:32:00,Low,Closed,Account,72
TKT-000885,55,2025-01-10 12:30:00,Medium,Resolved,Returns,72
TKT-000886,524,2025-10-07 17:41:00,Medium,Open,Billing,72
TKT-000887,915,2025-04-07 09:50:00,Urgent,Resolved,Account,72
TKT-000888,463,2025-11-03 05:45:00,Medium,Open,Shipping,48
TKT-000889,697,2025-11-22 21:15:00,Medium,Resolved,Shipping,48
TKT-000890,478,2025-06-04 02:28:00,Low,Closed,Account,72
TKT-000891,749,2025-09-18 17:19:00,Medium,In Progress,Returns,72
TKT-000892,805,2024-07-01 23:10:00,Low,In Progress,Account,48
TKT-000893,716,2025-01-18 13:54:00,Medium,In Progress,Technical,72
TKT-000894,211,2025-10-10 13:00:00,Low,Closed,Shipping,96
TKT-000895,226,2025-12-18 01:57:00,Medium,Resolved,Returns,72
TKT-000896,7,2024-11-22 11:43:00,Low,Resolved,Billing,24
TKT-000897,732,2025-03-25 05:16:00,Medium,Resolved,Shipping,48
TKT-000898,823,2025-05-31 04:47:00,Medium,In Progress,Account,48
TKT-000899,540,2024-08-25 15:07:00,Medium,In Progress,Returns,48
TKT-000900,989,2025-12-29 22:54:00,High,Resolved,Shipping,48
TKT-000901,805,2024-08-28 04:56:00,Medium,Closed,Billing,48
TKT-000902,212,2024-07-24 20:17:00,Low,Open,Billing,24
TKT-000903,189,2025-05-27 23:35:00,Medium,Open,Account,48
TKT-000904,75,2025-09-19 07:22:00,Medium,In Progress,Technical,48
TKT-000905,754,2025-01-15 21:44:00,Medium,Resolved,Account,48
TKT-000906,114,2025-11-16 15:00:00,High,In Progress,Returns,24
TKT-000907,679,2025-06-08 05:00:00,Low,Closed,Account,24
TKT-000908,618,2025-09-12 14:57:00,High,Open,Returns,24
TKT-000909,151,2025-07-25 07:05:00,Low,Open,Technical,96
TKT-000910,436,2025-11-14 04:09:00,Medium,Open,Account,72
TKT-000911,878,2025-07-05 11:25:00,Low,Closed,Billing,48
TKT-000912,84,2024-12-01 12:31:00,Low,Open,Returns,96
TKT-000913,212,2025-12-14 16:37:00,High,In Progress,Returns,48
TKT-000914,779,2024-08-29 06:45:00,Medium,In Progress,Billing,72
TKT-000915,834,2025-06-18 13:20:00,Urgent,Resolved,Account,24
TKT-000916,781,2025-06-04 04:03:00,Low,Open,Technical,96
TKT-000917,461,2024-08-13 06:06:00,Medium,Resolved,Shipping,24
TKT-000918,937,2025-02-24 01:59:00,Medium,In Progress,Account,24
TKT-000919,177,2024-06-15 14:09:00,Low,Closed,Account,48
TKT-000920,783,2025-04-25 07:12:00,Low,Resolved,Returns,96
TKT-000921,312,2025-06-27 03:02:00,Low,In Progress,Returns,24
TKT-000922,694,2025-08-08 12:38:00,Urgent,Closed,Technical,48
TKT-000923,159,2025-05-10 19:01:00,Medium,Open,Technical,48
TKT-000924,701,2024-12-12 00:30:00,Medium,Resolved,Technical,96
TKT-000925,186,2024-07-06 16:16:00,Low,In Progress,Billing,48
TKT-000926,471,2024-12-22 19:32:00,Low,In Progress,Shipping,72
TKT-000927,956,2024-07-27 08:47:00,Medium,Open,Shipping,48
TKT-000928,309,2024-09-18 21:36:00,Urgent,Resolved,Technical,72
TKT-000929,982,2025-10-09 14:23:00,Medium,Open,Returns,24
TKT-000930,246,2025-01-11 23:28:00,Medium,Resolved,Shipping,48
TKT-000931,829,2025-06-21 01:41:00,Medium,Open,Account,96
TKT-000932,976,2024-08-03 18:15:00,Urgent,Resolved,Billing,72
TKT-000933,384,2025-05-18 10:22:00,Medium,Resolved,Returns,120
TKT-000934,42,2025-09-06 13:24:00,High,Resolved,Billing,72
TKT-000935,285,2025-04-16 06:47:00,Low,Resolved,Account,48
TKT-000936,980,2025-05-23 22:50:00,Medium,Open,Shipping,72
TKT-000937,988,2024-09-01 23:10:00,Medium,Open,Billing,72
TKT-000938,923,2025-03-27 13:49:00,Medium,In Progress,Billing,48
TKT-000939,300,2025-10-07 13:08:00,Medium,Closed,Billing,24
TKT-000940,989,2025-06-24 10:17:00,Low,Resolved,Account,48
TKT-000941,901,2025-08-08 09:08:00,Low,Resolved,Returns,24
TKT-000942,436,2024-09-10 04:50:00,High,Closed,Returns,48
TKT-000943,369,2025-06-13 07:01:00,Low,Closed,Account,96
TKT-000944,874,2025-05-04 03:00:00,Urgent,Resolved,Billing,96
TKT-000945,486,2025-10-05 10:54:00,Medium,Resolved,Billing,72
TKT-000946,949,2024-07-30 01:53:00,Medium,Closed,Technical,48
TKT-000947,436,2025-10-22 21:01:00,High,Resolved,Shipping,48
TKT-000948,806,2025-06-27 18:37:00,Medium,Resolved,Shipping,72
TKT-000949,428,2024-09-27 04:19:00,Medium,Resolved,Returns,48
TKT-000950,181,2025-09-14 18:50:00,Low,Resolved,Account,72
TKT-000951,883,2025-04-24 04:03:00,High,In Progress,Billing,96
TKT-000952,898,2024-06-21 07:02:00,Medium,Resolved,Shipping,48
TKT-000953,877,2024-09-05 05:34:00,Medium,Resolved,Account,48
TKT-000954,694,2025-10-26 17:26:00,Medium,Open,Account,48
TKT-000955,340,2025-05-16 04:30:00,Low,Open,Billing,48
TKT-000956,491,2024-10-10 19:23:00,High,Closed,Account,24
TKT-000957,495,2025-11-28 07:33:00,Low,Resolved,Shipping,96
TKT-000958,973,2024-07-02 23:27:00,Low,In Progress,Technical,120
TKT-000959,730,2025-02-14 09:53:00,Low,Open,Shipping,96
TKT-000960,163,2025-09-19 23:20:00,Low,Resolved,Technical,96
TKT-000961,558,2024-07-03 16:49:00,Medium,Open,Account,120
TKT-000962,456,2025-06-23 14:15:00,Low,In Progress,Shipping,96
TKT-000963,92,2025-12-13 19:39:00,Low,Resolved,Billing,72
TKT-000964,105,2025-08-30 22:38:00,Low,Resolved,Account,24
TKT-000965,719,2024-10-22 02:11:00,Medium,Closed,Billing,24
TKT-000966,439,2025-01-10 12:47:00,Medium,Open,Technical,24
TKT-000967,498,2025-01-03 08:20:00,Medium,In Progress,Returns,48
TKT-000968,328,2024-11-03 19:23:00,Medium,Open,Returns,96
TKT-000969,651,2025-11-02 02:14:00,Medium,Open,Technical,48
TKT-000970,541,2024-07-06 12:46:00,Low,Open,Returns,48
TKT-000971,509,2024-06-09 13:31:00,High,Resolved,Account,24
TKT-000972,251,2024-07-10 23:50:00,Low,In Progress,Account,24
TKT-000973,965,2025-09-12 12:49:00,Low,Closed,Shipping,48
TKT-000974,191,2024-11-26 01:33:00,Medium,Open,Account,24
TKT-000975,47,2025-10-14 21:04:00,Medium,Resolved,Returns,24
TKT-000976,879,2025-06-08 02:44:00,High,Closed,Billing,48
TKT-000977,251,2024-08-07 05:24:00,Low,Open,Shipping,48
TKT-000978,775,2025-07-29 20:41:00,Medium,In Progress,Billing,24
TKT-000979,885,2025-10-28 15:39:00,Medium,Resolved,Returns,72
TKT-000980,64,2025-05-30 10:19:00,Low,Resolved,Billing,48
TKT-000981,850,2025-08-25 03:50:00,Low,Resolved,Returns,24
TKT-000982,320,2025-10-29 09:41:00,Medium,In Progress,Account,72
TKT-000983,860,2025-04-25 12:12:00,Low,Resolved,Shipping,48
TKT-000984,780,2025-06-05 20:02:00,Low,Resolved,Technical,24
TKT-000985,524,2025-06-22 18:23:00,Low,Open,Returns,96
TKT-000986,292,2025-11-29 22:57:00,Low,Closed,Account,72
TKT-000987,29,2024-09-22 11:10:00,Low,Resolved,Billing,48
TKT-000988,651,2025-12-23 19:44:00,Low,Resolved,Account,96
TKT-000989,437,2024-07-08 06:42:00,Low,Resolved,Billing,96
TKT-000990,966,2025-11-27 17:35:00,High,Resolved,Billing,48
TKT-000991,597,2025-06-12 02:00:00,Low,Open,Billing,96
TKT-000992,586,2025-07-04 12:06:00,Medium,Resolved,Billing,96
TKT-000993,763,2024-12-20 06:24:00,High,Resolved,Shipping,24
TKT-000994,736,2024-12-19 07:55:00,High,Resolved,Billing,72
TKT-000995,47,2024-09-08 09:19:00,Low,Closed,Shipping,24
TKT-000996,417,2025-07-03 19:50:00,Low,Open,Technical,72
TKT-000997,593,2025-08-24 06:28:00,Medium,In Progress,Shipping,72
TKT-000998,451,2024-09-26 22:36:00,High,Resolved,Billing,48
TKT-000999,633,2025-07-26 13:09:00,Low,Resolved,Technical,96
TKT-001000,555,2025-01-29 12:32:00,Medium,In Progress,Account,96
